Match,BPrev,BStreak,B_Age,B_Age Group,B_Height,B_ID,B_Weight,RPrev,RStreak,R_Age,R_Age_Group,R_Height,R_ID,R_Weight,winner,Blue Impact,Red Impact Score
295,0,0,32,30's,177,2361,65,0,0,28,20's,172,2360,65,red,0,0
296,1,0,35,30's,167,2074,70,2,1,31,30's,182,2261,70,blue,3047,10031
297,0,0,34,30's,175,1386,77,0,0,32,30's,187,663,77,blue,0,0
298,0,0,35,30's,203,2194,115,0,0,32,30's,190,2082,118,red,0,0
299,0,0,30,30's,170,1970,56,5,5,30,30's,160,1495,56,red,0,18973
300,0,0,34,30's,177,1817,70,0,0,28,20's,180,1814,70,red,0,0
301,0,0,29,20's,190,2072,84,1,1,30,30's,187,2061,93,red,0,4948
302,0,0,31,30's,182,2241,84,1,0,35,30's,187,2218,84,red,0,245
303,7,7,33,30's,180,1815,70,7,0,32,30's,175,532,70,blue,16931,19556
304,3,3,35,30's,177,2131,77,5,5,29,20's,190,2047,77,red,4473,18462
305,1,1,34,30's,175,1386,77,1,1,27,20's,182,1176,77,red,1925,4539
306,1,0,31,30's,162,1913,61,2,0,30,30's,170,2189,61,blue,3140,5808
307,4,4,33,30's,180,1815,70,2,0,38,30's,177,356,70,blue,7844,9314
308,2,2,28,20's,177,2373,65,1,1,23,20's,172,2570,65,red,3824,13523
309,0,0,25,20's,160,2792,52,0,0,26,20's,165,2791,52,red,0,0
310,2,2,38,30's,180,1409,93,1,1,29,20's,193,549,93,red,5905,8705
311,2,1,35,30's,165,438,61,3,0,34,30's,165,1034,61,blue,4927,5491
312,1,0,36,30's,170,1401,61,1,0,28,20's,172,1719,61,red,1407,2104
313,2,2,34,30's,193,1852,109,0,0,33,30's,193,535,108,red,5412,0
314,3,3,26,20's,172,2154,65,1,1,27,20's,180,2375,65,red,8425,2537
315,5,5,39,30's,182,1866,84,3,0,32,30's,187,1769,84,blue,16707,12059
316,3,0,32,30's,187,663,77,5,4,39,30's,185,326,77,red,13980,20110
317,2,0,34,30's,167,1882,61,3,1,28,20's,177,2274,56,red,5531,8405
318,4,1,27,20's,177,2296,56,6,2,32,30's,162,2095,56,red,4806,16610
319,1,1,27,20's,170,2054,61,0,0,35,30's,180,454,61,red,262,0
320,1,0,26,20's,172,2238,65,1,1,32,30's,170,533,65,blue,74,1773
321,0,0,32,30's,182,2802,70,4,0,30,30's,182,2507,70,blue,0,9744
322,0,0,34,30's,167,1999,61,0,0,30,30's,175,2088,61,blue,0,0
323,0,0,30,30's,180,1916,65,0,0,33,30's,170,1994,65,red,0,0
324,0,0,32,30's,165,1091,56,1,1,38,30's,167,1170,61,blue,0,4705
325,3,1,26,20's,165,2210,61,4,3,32,30's,167,1044,61,red,8370,8043
326,1,1,29,20's,172,2266,61,4,3,26,20's,160,1966,61,red,663,13641
327,1,0,27,20's,175,2797,70,1,0,27,20's,187,2815,70,red,2687,545
328,0,0,27,20's,165,2235,61,1,0,30,30's,167,2260,61,blue,0,2056
329,4,1,34,30's,187,2300,93,3,0,30,30's,195,1139,93,red,10723,8899
330,0,0,34,30's,180,2730,70,0,0,30,30's,172,1622,70,red,0,0
331,0,0,35,30's,180,471,77,0,0,33,30's,175,947,84,red,0,0
332,1,1,27,20's,190,2281,93,2,0,35,30's,185,457,93,red,5280,3441
333,0,0,29,20's,167,2091,56,0,0,26,20's,165,2103,56,red,0,0
334,0,0,29,20's,170,2603,52,2,0,31,30's,167,2339,52,red,0,6464
335,0,0,30,30's,190,2234,109,0,0,26,20's,190,2233,109,blue,0,0
336,2,0,29,20's,165,2731,61,3,0,35,30's,172,2317,65,blue,6113,10824
337,2,1,39,30's,182,295,84,4,0,37,30's,185,896,84,red,1199,11925
338,1,1,24,20's,177,2822,70,2,1,27,20's,180,2377,70,blue,2445,2098
339,1,0,33,30's,172,2265,56,2,0,28,20's,177,2274,56,red,230,3975
340,0,0,36,30's,182,435,84,1,1,32,30's,190,1294,84,red,0,656
341,0,0,29,20's,180,2370,84,1,0,34,30's,182,1827,84,red,0,761
342,0,0,26,20's,172,2292,70,2,0,32,30's,167,2207,70,red,0,17895
343,2,2,34,30's,170,2256,56,1,1,25,20's,170,2465,52,blue,5602,546
344,0,0,34,30's,175,778,70,0,0,30,30's,177,1069,65,red,0,0
345,1,1,32,30's,177,2726,65,3,1,37,30's,172,374,65,blue,3876,8513
346,0,0,30,30's,177,2288,70,0,0,28,20's,180,2129,77,blue,0,0
347,0,0,36,30's,167,2347,52,1,1,31,30's,160,2678,52,red,0,3979
348,1,1,29,20's,180,2297,77,1,0,30,30's,182,2250,77,blue,574,1443
349,0,0,31,30's,170,2310,77,0,0,35,30's,182,2186,77,red,0,0
350,0,0,33,30's,172,1864,65,0,0,29,20's,172,1858,61,red,0,0
351,3,3,27,20's,177,2262,70,2,1,33,30's,180,1871,70,blue,9417,4539
352,0,0,35,30's,190,2803,84,0,0,31,30's,182,2272,84,blue,0,0
353,0,0,26,20's,167,2859,56,0,0,26,20's,165,2858,56,red,0,0
354,3,0,26,20's,177,2429,70,2,0,33,30's,175,2558,70,red,9419,7049
355,0,0,28,20's,180,2778,77,6,1,35,30's,182,2291,77,red,0,11333
356,3,1,27,20's,167,2354,61,1,1,30,30's,165,2255,61,blue,6287,126
357,5,1,32,30's,180,2316,70,2,1,36,30's,177,407,77,blue,17084,6583
358,0,0,25,20's,170,2465,52,1,1,31,30's,167,2339,52,blue,0,5991
359,1,1,29,20's,175,2121,84,1,1,28,20's,185,2224,84,red,3924,1343
360,4,4,28,20's,175,2057,70,2,2,30,30's,170,1052,65,blue,6994,13209
361,2,0,41,40's,187,235,84,5,2,38,30's,180,1409,93,red,12266,22565
362,1,0,40,40's,180,2226,77,1,0,29,20's,177,2229,77,blue,464,480
363,1,0,34,30's,175,2123,65,1,0,31,30's,180,2214,65,red,154,3230
364,5,2,38,30's,185,368,84,1,0,41,40's,187,235,84,blue,18820,6460
365,0,0,30,30's,172,2574,70,0,0,28,20's,172,2573,70,red,0,0
366,1,0,34,30's,180,2366,104,3,0,37,30's,187,375,109,red,2157,7215
367,2,1,35,30's,177,648,70,3,1,32,30's,172,875,70,blue,6590,5313
368,2,2,27,20's,177,1531,65,6,6,25,20's,180,1936,65,red,2335,19294
369,3,1,37,30's,193,1431,119,3,0,43,40's,177,735,120,red,2101,7221
370,0,0,27,20's,165,2134,56,3,2,23,20's,167,2118,56,blue,0,13033
371,1,0,28,20's,180,2129,77,1,0,30,30's,182,2107,77,red,4070,2242
372,3,2,34,30's,182,1594,84,2,2,32,30's,182,2069,84,blue,11378,5072
373,1,0,30,30's,182,2747,84,3,0,35,30's,180,1452,84,draw,3468,6214
374,1,1,27,20's,177,2296,56,2,1,33,30's,170,2165,61,red,304,6128
375,2,1,24,20's,175,2157,70,0,0,35,30's,167,2074,70,blue,8610,0
376,2,0,27,20's,185,2173,77,2,0,32,30's,182,1820,77,red,7557,2824
377,8,2,33,30's,187,1952,77,7,2,29,20's,180,2469,77,no contest,21609,16581
378,5,0,23,20's,162,2217,56,7,0,25,20's,175,2166,56,blue,13851,21830
379,2,2,33,30's,175,2128,65,3,0,32,30's,177,1486,65,red,4723,11472
380,2,0,28,20's,182,2228,77,2,0,35,30's,182,2291,77,red,5452,5148
381,3,2,32,30's,172,1980,65,3,0,33,30's,172,1050,65,red,9605,10937
382,0,0,37,30's,182,2800,70,1,1,28,20's,175,2734,70,red,0,1810
383,1,0,37,30's,182,387,84,4,2,37,30's,187,1968,93,red,3448,15475
384,4,1,30,30's,167,2309,61,1,1,30,30's,172,2358,61,blue,13409,1630
385,3,0,31,30's,172,2190,65,1,0,27,20's,182,2254,65,red,7959,3921
386,0,0,30,30's,175,2330,65,0,0,38,30's,170,366,65,red,0,0
387,0,0,34,30's,182,1827,84,1,1,32,30's,182,2069,84,red,0,3924
388,1,1,24,20's,180,2807,65,4,0,33,30's,170,1994,65,blue,3517,6390
389,3,0,30,30's,187,2061,93,2,1,38,30's,185,2245,84,red,9386,3666
390,1,0,36,30's,195,2799,120,1,1,23,20's,187,2658,110,red,4195,2717
391,2,0,32,30's,160,2352,52,6,2,25,20's,160,2079,52,red,3262,18508
392,5,3,30,30's,172,2023,70,4,2,31,30's,180,2243,70,blue,18102,9052
393,7,0,32,30's,182,2069,84,9,3,31,30's,187,786,84,red,13282,24665
394,2,1,33,30's,185,1806,84,1,1,36,30's,185,419,93,blue,7837,3348
395,2,2,30,30's,182,668,77,1,0,37,30's,185,1549,77,red,5249,957
396,3,1,33,30's,175,2558,70,1,1,32,30's,172,2773,70,red,11193,3931
397,6,0,34,30's,182,1944,77,6,0,34,30's,175,1386,77,red,19829,13101
398,3,1,32,30's,172,1184,61,4,4,27,20's,170,2177,61,blue,10015,14827
399,2,2,35,30's,185,2227,77,2,2,26,20's,180,2247,77,red,5366,6456
400,0,0,30,30's,177,2042,70,7,1,32,30's,172,875,70,blue,0,18654
401,2,0,31,30's,165,2328,52,2,0,31,30's,170,2710,52,blue,6854,7923
402,0,0,37,30's,165,2462,56,2,0,27,20's,165,2134,56,red,0,1990
403,3,3,27,20's,182,1176,77,3,2,35,30's,180,471,77,red,9382,19525
404,6,4,33,30's,182,2087,84,7,1,31,30's,187,786,84,red,9703,20656
405,0,0,33,30's,175,2558,70,0,0,29,20's,175,2378,70,blue,0,0
406,1,0,35,30's,203,2194,115,1,0,32,30's,182,1850,118,red,906,1302
407,4,0,32,30's,177,524,70,0,0,35,30's,177,461,70,blue,8601,0
408,2,2,25,20's,175,2070,84,1,0,31,30's,175,965,77,blue,8125,3285
409,0,0,29,20's,170,1906,65,0,0,28,20's,175,2057,70,red,0,0
410,2,0,25,20's,177,2466,70,5,0,29,20's,177,2313,70,blue,2646,12003
411,0,0,39,30's,187,2197,112,0,0,39,30's,193,306,120,red,0,0
412,5,5,26,20's,185,2204,77,4,4,29,20's,182,2587,77,red,17458,15601
413,0,0,29,20's,175,2289,65,0,0,34,30's,177,2287,70,blue,0,0
414,0,0,27,20's,185,2242,65,0,0,34,30's,175,2123,65,blue,0,0
415,2,2,29,20's,185,1926,84,1,1,29,20's,190,2066,84,red,764,1171
416,5,2,31,30's,175,2073,70,3,1,31,30's,180,2243,70,red,10758,5013
417,4,1,31,30's,175,2073,70,3,2,31,30's,175,542,70,blue,7611,8058
418,2,0,30,30's,193,546,84,5,0,37,30's,182,372,84,red,3362,8409
419,2,2,33,30's,177,514,70,2,1,30,30's,180,2036,70,blue,7700,6624
420,0,0,41,40's,177,1953,77,2,1,40,40's,180,2226,77,blue,0,1687
421,2,2,38,30's,193,367,109,2,1,34,30's,200,1515,115,blue,1422,7387
422,0,0,32,30's,160,2352,52,1,1,27,20's,154,2340,52,red,0,5224
423,4,3,25,20's,180,2588,77,6,2,25,20's,182,2329,77,red,6031,25148
424,0,0,25,20's,175,2784,70,6,6,33,30's,180,1815,70,red,0,14526
425,6,3,33,30's,177,2060,93,4,0,33,30's,187,503,93,red,4796,12884
426,0,0,30,30's,180,2036,70,0,0,37,30's,182,2078,70,draw,0,0
427,0,0,26,20's,165,2610,56,3,2,23,20's,162,2217,56,red,0,6889
428,2,1,29,20's,177,2192,61,1,0,35,30's,165,438,61,red,2927,2652
429,0,0,29,20's,175,2130,77,0,0,29,20's,177,2053,77,blue,0,0
430,0,0,30,30's,180,2826,77,3,0,36,30's,177,407,77,blue,0,10087
431,7,0,30,30's,187,1550,84,2,2,39,30's,182,2324,84,red,17504,7150
432,1,1,29,20's,167,2280,52,1,1,28,20's,162,2277,52,blue,4317,5606
433,4,0,30,30's,177,942,77,3,1,35,30's,187,455,77,red,17410,4303
434,2,1,26,20's,177,2119,65,2,2,29,20's,170,1993,65,red,8076,1560
435,1,0,33,30's,162,2016,56,1,0,37,30's,162,2196,56,red,52,2964
436,3,1,36,30's,175,2041,65,4,1,31,30's,172,1978,65,red,6730,8938
437,3,1,27,20's,190,2281,93,4,1,37,30's,185,2009,93,red,12707,6987
438,0,0,24,20's,180,2312,65,2,2,25,20's,180,1936,65,red,0,6815
439,4,0,28,20's,190,2302,84,3,0,27,20's,185,2030,84,red,9151,9348
440,2,1,30,30's,172,2308,61,3,3,25,20's,170,2325,61,red,1057,7439
441,0,0,32,30's,165,2577,61,0,0,34,30's,170,2571,61,red,0,0
442,2,0,37,30's,172,2276,61,3,0,30,30's,170,2164,65,blue,749,10514
443,4,2,33,30's,167,2007,56,1,1,32,30's,162,911,56,red,10286,5281
444,5,3,38,30's,175,1997,70,3,3,30,30's,177,2222,70,blue,17050,9757
445,0,0,33,30's,162,2178,61,0,0,32,30's,165,1935,61,red,0,0
446,0,0,27,20's,162,2589,61,2,1,31,30's,162,1913,61,blue,0,3815
447,1,1,28,20's,177,1755,65,1,0,37,30's,167,959,61,red,4491,1047
448,4,0,33,30's,187,502,77,3,1,32,30's,180,1543,77,blue,6552,9185
449,1,1,35,30's,180,1452,84,3,1,27,20's,187,2246,84,no contest,3840,9224
450,4,4,29,20's,177,2313,70,3,1,30,30's,172,2023,70,red,9315,10660
451,0,0,30,30's,180,2239,70,0,0,32,30's,180,2019,70,red,0,0
452,0,0,33,30's,187,2827,109,1,1,28,20's,193,2788,109,red,0,4780
453,0,0,26,20's,0,2875,111,1,0,33,30's,187,2827,109,red,0,386
454,0,0,28,20's,175,2529,70,2,0,29,20's,175,2089,70,blue,0,7554
455,2,1,34,30's,175,2221,61,1,0,30,30's,167,2099,61,red,3389,3743
456,1,1,38,30's,185,346,84,0,0,32,30's,187,1769,84,red,5635,0
457,3,1,30,30's,167,1527,65,3,3,31,30's,167,1905,61,red,11490,22707
458,1,0,28,20's,180,2778,77,2,0,32,30's,185,2334,77,blue,4425,4281
459,0,0,32,30's,177,2762,70,1,1,33,30's,180,2101,70,red,0,4193
460,1,0,26,20's,165,2610,56,2,1,25,20's,167,2311,56,blue,1286,7563
461,0,0,35,30's,187,2218,84,0,0,29,20's,185,1926,84,red,0,0
462,2,0,32,30's,190,2425,120,6,0,34,30's,182,2083,112,blue,7492,10842
463,0,0,31,30's,175,542,70,1,0,37,30's,182,2078,70,red,0,2955
464,2,1,26,20's,160,1966,61,1,1,32,30's,165,1091,56,blue,9271,4210
465,0,0,32,30's,182,1422,77,0,0,33,30's,180,1871,70,blue,0,0
466,0,0,27,20's,175,2271,65,1,0,34,30's,177,915,70,red,0,1182
467,1,1,25,20's,172,2335,65,3,2,32,30's,175,2193,65,blue,3345,8304
468,4,4,29,20's,190,2047,77,0,0,25,20's,180,2077,77,blue,14380,0
469,3,3,39,30's,182,2324,84,2,0,37,30's,182,387,84,blue,11338,3902
470,0,0,30,30's,193,546,84,2,2,29,20's,190,2066,84,blue,0,1989
471,2,0,30,30's,175,2202,65,2,0,32,30's,185,522,65,no contest,3582,5561
472,0,0,32,30's,190,2200,77,1,0,39,30's,185,326,77,red,0,4677
473,5,1,28,20's,177,1755,65,3,0,32,30's,185,522,65,blue,13292,7383
474,5,0,37,30's,193,1431,119,6,0,40,40's,182,1015,119,red,2955,18359
475,3,0,32,30's,170,961,61,4,0,36,30's,167,2304,61,blue,8674,13561
476,2,2,39,30's,193,308,104,0,0,34,30's,185,497,109,blue,9507,0
477,3,0,28,20's,167,2345,52,4,0,27,20's,154,2340,52,red,7058,17448
478,2,1,32,30's,172,2185,70,1,1,30,30's,177,2222,70,red,4578,1498
479,2,1,26,20's,190,2233,109,5,0,32,30's,190,2082,118,red,8164,5652
480,5,0,30,30's,190,1984,70,5,3,33,30's,172,2013,70,blue,14986,8538
481,2,1,38,30's,177,1296,77,6,1,32,30's,182,1422,77,red,5048,16696
482,0,0,39,30's,182,295,84,1,1,32,30's,187,1769,84,red,0,7005
483,0,0,36,30's,172,1078,77,2,0,33,30's,185,2055,77,red,0,5078
484,1,0,33,30's,175,2145,70,4,2,32,30's,167,2207,70,red,886,25369
485,1,1,30,30's,162,2299,56,3,0,35,30's,160,1253,56,blue,4616,9320
486,1,0,36,30's,177,1478,70,0,0,37,30's,175,1061,70,red,337,0
487,5,1,25,20's,175,2070,84,9,1,29,20's,190,2047,77,red,16886,28972
488,5,0,24,20's,175,2157,70,4,0,31,30's,175,542,70,blue,14644,11427
489,1,1,28,20's,182,2216,65,0,0,28,20's,182,2048,65,red,668,0
490,2,2,28,20's,185,2789,84,2,1,28,20's,193,1843,84,red,8818,4367
491,4,2,36,30's,193,808,120,1,1,33,30's,193,535,108,blue,10557,8034
492,1,1,28,20's,177,2373,65,1,1,29,20's,170,2035,65,blue,110,383
493,5,0,38,30's,193,367,109,5,3,36,30's,193,808,120,red,6635,12727
494,2,0,32,30's,172,1184,61,2,0,32,30's,170,961,61,blue,5688,4626
495,0,0,29,20's,185,2604,70,1,0,29,20's,180,2503,70,red,0,3235
496,7,7,29,20's,190,2047,77,3,2,39,30's,185,326,77,red,24185,14832
497,0,0,29,20's,185,637,77,0,0,35,30's,187,455,77,red,0,0
498,0,0,30,30's,162,2881,52,1,1,29,20's,162,2870,52,red,0,962
499,3,2,33,30's,187,1952,77,2,1,28,20's,187,2282,77,blue,11585,5197
500,0,0,28,20's,180,1851,77,0,0,37,30's,182,1454,77,blue,0,0
501,0,0,31,30's,185,2746,70,3,3,29,20's,177,2313,70,red,0,7889
502,1,0,27,20's,152,2808,52,3,0,30,30's,157,2372,52,blue,3425,12478
503,1,0,28,20's,193,1843,84,2,0,30,30's,182,2747,84,blue,2477,7099
504,0,0,23,20's,182,2783,84,1,0,32,30's,190,2766,84,blue,0,1228
505,1,0,29,20's,190,2779,77,5,0,28,20's,182,2228,77,blue,1390,14072
506,2,0,34,30's,177,1910,61,1,0,32,30's,167,1044,61,red,293,67
507,7,2,36,30's,182,435,84,5,1,37,30's,185,896,84,red,8283,13642
508,2,2,30,30's,180,2093,70,1,0,30,30's,182,2507,70,red,8917,1286
509,0,0,30,30's,182,2747,84,2,1,37,30's,185,2085,93,red,0,7039
510,0,0,26,20's,165,2210,61,0,0,33,30's,175,1912,61,blue,0,0
511,2,1,29,20's,182,2104,77,1,1,36,30's,182,1209,77,blue,4157,4174
512,0,0,30,30's,185,2849,93,5,0,31,30's,190,1742,93,red,0,13484
513,1,1,31,30's,160,1347,52,1,1,22,20's,162,2305,52,blue,3642,1523
514,2,0,26,20's,165,2210,61,2,0,30,30's,167,2309,61,blue,3808,6246
515,6,0,43,40's,177,735,120,7,0,36,30's,193,808,120,red,11122,15233
516,1,1,33,30's,167,2007,56,0,0,32,30's,160,1904,61,red,3206,0
517,0,0,28,20's,182,2209,77,0,0,30,30's,182,668,77,red,0,0
518,4,2,29,20's,185,1985,70,7,5,27,20's,177,2168,70,blue,13103,17211
519,1,1,34,30's,165,2341,52,3,3,29,20's,167,2280,52,red,4512,10432
520,5,0,27,20's,177,1531,65,5,0,34,30's,172,1054,65,red,6445,14970
521,6,3,38,30's,185,368,84,5,5,32,30's,190,1294,84,blue,26013,10442
522,2,0,33,30's,175,515,65,1,0,27,20's,182,2821,70,red,6941,3314
523,3,0,28,20's,180,2778,77,4,2,26,20's,190,2739,77,blue,9109,8455
524,1,1,30,30's,170,2147,61,0,0,26,20's,165,2298,56,blue,4146,0
525,0,0,28,20's,180,1596,77,0,0,41,40's,182,870,77,red,0,0
526,1,1,35,30's,172,941,65,0,0,33,30's,180,1815,70,red,3935,0
527,1,1,28,20's,175,2785,61,2,1,33,30's,167,1618,61,red,3444,6840
528,2,1,24,20's,180,2312,65,1,1,28,20's,172,2360,65,red,9270,2133
529,3,0,34,30's,187,2300,93,0,0,38,30's,182,966,93,blue,5937,0
530,5,2,33,30's,177,2060,93,4,1,31,30's,190,1742,93,blue,1477,10501
531,1,0,30,30's,177,2701,77,3,0,21,20's,182,2628,70,red,3348,3794
532,1,1,34,30's,167,2017,61,2,2,30,30's,170,1828,61,red,3528,596
533,1,1,31,30's,180,2585,70,1,1,28,20's,172,2573,70,red,2833,3898
534,1,0,31,30's,165,2328,52,0,0,28,20's,165,2697,52,red,2587,0
535,4,2,29,20's,170,2603,52,4,0,28,20's,162,2277,52,red,9494,20858
536,2,0,29,20's,190,2199,93,3,0,33,30's,177,2060,93,red,6193,1088
537,4,0,35,30's,170,459,65,3,2,26,20's,172,2238,65,red,7246,5566
538,1,0,32,30's,172,1980,65,2,1,32,30's,177,1486,65,blue,3218,8466
539,2,1,31,30's,180,2214,65,1,0,27,20's,175,2153,65,blue,3899,934
540,4,0,32,30's,167,2010,56,4,0,26,20's,165,2103,56,red,10821,13388
541,0,0,33,30's,185,2055,77,0,0,34,30's,170,646,77,blue,0,0
542,0,0,25,20's,162,2306,52,1,0,38,30's,160,2346,52,red,0,752
543,1,1,33,30's,180,2337,93,2,1,23,20's,185,2765,93,blue,848,7791
544,0,0,34,30's,165,1034,61,0,0,31,30's,165,2011,56,red,0,0
545,0,0,25,20's,190,2510,77,5,0,29,20's,185,2269,77,blue,0,15983
546,0,0,23,20's,152,2835,52,5,0,34,30's,170,2256,56,blue,0,20835
547,0,0,31,30's,177,2171,77,0,0,32,30's,182,1820,77,red,0,0
548,5,5,33,30's,180,1815,70,5,1,31,30's,180,1657,70,blue,11917,13421
549,1,0,32,30's,167,2010,56,0,0,29,20's,180,2136,61,red,511,0
550,0,0,33,30's,182,197,70,0,0,32,30's,180,1272,77,red,0,0
551,1,1,25,20's,187,2750,77,0,0,38,30's,185,2796,77,blue,191,0
552,0,0,34,30's,180,2819,70,0,0,24,20's,180,2807,65,red,0,0
553,10,4,31,30's,187,786,84,4,0,32,30's,187,1769,84,blue,25906,14200
554,0,0,33,30's,182,467,93,2,1,31,30's,190,1742,93,blue,0,8090
555,0,0,32,30's,162,2095,56,0,0,36,30's,175,1706,61,red,0,0
556,3,3,30,30's,190,1984,70,1,1,26,20's,182,2575,70,blue,10118,3232
557,0,0,24,20's,177,2822,70,2,0,26,20's,172,2292,70,blue,0,4371
558,0,0,33,30's,175,2128,65,0,0,31,30's,170,1932,65,blue,0,0
559,0,0,31,30's,175,2073,70,2,0,38,30's,175,1997,70,red,0,6097
560,2,1,36,30's,182,435,84,2,2,35,30's,185,449,84,red,2088,1531
561,0,0,28,20's,187,2856,93,3,0,27,20's,190,2768,93,blue,0,6798
562,1,1,34,30's,165,1039,61,5,0,31,30's,167,1905,61,red,4445,35628
563,1,0,36,30's,167,2347,52,0,0,23,20's,165,2814,52,red,4458,0
564,1,0,34,30's,185,2321,111,2,2,30,30's,187,2105,120,red,3224,5645
565,1,0,38,30's,172,1824,70,0,0,38,30's,172,721,70,red,2023,0
566,1,0,27,20's,185,2030,84,1,0,37,30's,185,2062,84,blue,3123,602
567,5,3,29,20's,175,1983,70,3,3,32,30's,180,1272,77,blue,10822,13559
569,2,1,37,30's,185,2009,93,3,0,33,30's,187,516,93,red,4659,7063
570,0,0,29,20's,180,2333,77,0,0,33,30's,177,878,77,blue,0,0
571,0,0,30,30's,187,2264,84,1,0,34,30's,185,2005,84,red,0,3887
572,0,0,28,20's,175,2785,61,3,1,33,30's,170,2293,61,blue,0,12658
573,3,0,29,20's,177,2290,84,2,0,28,20's,190,2302,84,red,4194,4871
574,8,3,33,30's,172,509,70,6,0,28,20's,175,1595,70,red,17808,5114
575,5,2,31,30's,172,1978,65,3,0,28,20's,172,2360,65,red,12432,6352
576,8,3,35,30's,182,2291,77,4,4,28,20's,180,2015,77,red,19589,5401
577,1,0,26,20's,177,2429,70,3,0,32,30's,172,2185,70,blue,1234,7524
578,0,0,30,30's,177,1683,70,1,0,38,30's,177,356,70,blue,0,5336
579,5,3,37,30's,187,1968,93,5,2,33,30's,187,516,93,red,15943,9200
580,0,0,24,20's,165,2848,52,4,0,35,30's,165,2279,52,red,0,14412
581,2,1,30,30's,177,2232,61,2,1,23,20's,167,2118,56,red,5928,8295
582,1,0,34,30's,182,485,84,2,0,37,30's,180,405,77,red,216,5360
583,2,2,29,20's,167,2280,52,1,1,29,20's,154,2338,52,blue,7776,4176
584,2,1,34,30's,180,2160,77,1,1,29,20's,185,2269,77,red,6940,1687
585,3,0,29,20's,175,2089,70,3,2,29,20's,180,2469,77,red,10111,5657
586,3,3,27,20's,177,2502,70,2,2,33,30's,180,2101,70,red,6574,8559
587,1,1,28,20's,180,1974,65,4,4,33,30's,185,1076,77,red,496,9668
588,1,0,32,30's,175,520,70,2,0,32,30's,172,875,70,red,78,3807
589,0,0,30,30's,154,2278,61,1,1,30,30's,167,1317,61,red,0,3684
590,0,0,24,20's,170,2126,61,0,0,30,30's,175,1143,56,blue,0,0
591,0,0,33,30's,182,2579,77,2,1,29,20's,180,2469,77,red,0,2919
