Match,BPrev,BStreak,B_Age,B_Age Group,B_Height,B_ID,B_Weight,RPrev,RStreak,R_Age,R_Age_Group,R_Height,R_ID,R_Weight,winner,Blue Impact,Red Impact Score
1184,5,3,27,20's,177,2168,70,2,0,33,30's,172,509,70,blue,8832,3148
1185,1,0,27,20's,185,2602,77,2,0,35,30's,187,455,77,red,2791,3049
1186,2,0,30,30's,175,545,65,3,0,30,30's,167,1907,65,blue,11425,8388
1187,2,1,28,20's,165,1504,56,1,1,24,20's,170,2126,61,blue,7729,4868
1188,6,0,33,30's,185,2205,93,2,0,27,20's,190,2281,93,red,14117,9616
1189,2,1,34,30's,185,2005,84,2,1,34,30's,182,1594,84,red,8610,7155
1190,4,1,34,30's,170,646,77,6,0,33,30's,187,1952,77,red,8958,17486
1191,3,3,25,20's,175,2070,84,3,1,34,30's,175,1386,77,red,9631,3049
1192,4,0,33,30's,170,2165,61,3,0,24,20's,167,2326,61,red,12054,8430
1193,4,0,30,30's,177,1711,70,5,3,28,20's,175,1595,70,blue,17919,4730
1194,0,0,28,20's,175,2843,61,5,0,34,30's,175,2221,61,red,0,9509
1195,2,0,30,30's,180,2230,65,1,1,29,20's,175,2289,65,blue,2111,4923
1196,2,0,27,20's,185,2790,93,1,0,32,30's,185,2623,93,blue,2426,709
1197,0,0,32,30's,187,2767,114,0,0,23,20's,187,2658,110,red,0,0
1198,3,1,38,30's,180,347,77,3,1,33,30's,185,2055,77,red,3977,9248
1199,0,0,35,30's,190,1547,77,0,0,33,30's,175,511,70,red,0,0
1200,0,0,30,30's,182,2124,77,0,0,33,30's,182,2080,77,blue,0,0
1201,2,2,27,20's,162,2589,61,5,1,36,30's,175,1706,61,blue,5231,11987
1202,4,0,30,30's,167,2099,61,4,0,36,30's,167,2022,61,red,13452,8529
1203,0,0,30,30's,170,2781,61,3,2,32,30's,167,1044,61,red,0,4031
1204,4,2,33,30's,190,1499,93,2,0,37,30's,187,1968,93,red,5831,9459
1205,0,0,31,30's,175,965,77,1,0,35,30's,180,471,77,red,0,8326
1206,0,0,33,30's,175,890,70,3,3,33,30's,185,1076,77,red,0,4652
1207,1,1,36,30's,195,2215,118,0,0,31,30's,190,970,118,red,3286,0
1208,1,0,33,30's,172,1864,65,1,0,28,20's,172,1990,65,blue,3891,526
1209,0,0,35,30's,172,460,70,1,0,30,30's,180,2036,70,red,0,4073
1210,1,0,25,20's,180,2172,77,0,0,37,30's,175,2127,77,blue,3089,0
1211,0,0,29,20's,175,2089,70,0,0,40,40's,175,283,70,blue,0,0
1212,4,1,37,30's,182,372,84,5,3,33,30's,182,2087,84,red,7674,8712
1213,4,4,39,30's,182,1866,84,3,3,37,30's,185,896,84,blue,13159,8583
1214,4,0,33,30's,172,1864,65,6,0,31,30's,180,2214,65,red,7950,23996
1215,0,0,34,30's,172,1954,65,0,0,28,20's,175,1595,70,red,0,0
1216,0,0,33,30's,187,1952,77,1,1,29,20's,190,2047,77,red,0,5232
1217,3,0,30,30's,180,2036,70,4,2,38,30's,175,1997,70,red,10345,13388
1218,4,3,38,30's,185,2245,84,5,2,30,30's,187,1550,84,red,7884,12222
1219,0,0,34,30's,175,2221,61,0,0,31,30's,165,1380,61,red,0,0
1220,5,1,30,30's,177,1711,70,2,2,28,20's,177,1919,70,red,18520,7874
1221,6,6,29,20's,190,2047,77,2,1,32,30's,190,2020,77,blue,22015,6612
1222,2,0,39,30's,187,2197,112,3,0,32,30's,190,2082,118,red,1745,2185
1223,0,0,37,30's,170,1060,61,0,0,32,30's,170,961,61,red,0,0
1224,1,1,40,40's,182,1015,119,0,0,43,40's,177,735,120,red,334,0
1225,0,0,31,30's,167,1737,65,3,2,33,30's,172,1864,65,blue,0,6955
1226,1,1,33,30's,187,507,93,1,0,35,30's,190,1883,84,blue,317,2434
1227,0,0,36,30's,187,1694,93,0,0,38,30's,180,1409,93,red,0,0
1228,1,1,28,20's,175,2057,70,1,1,28,20's,175,1595,70,blue,1370,842
1229,3,1,27,20's,182,2263,77,4,4,26,20's,180,2247,77,blue,11067,8893
1230,0,0,38,30's,175,361,65,0,0,35,30's,167,451,65,red,0,0
1231,2,1,27,20's,177,2322,70,2,2,29,20's,177,2313,70,red,1787,4406
1232,0,0,37,30's,172,2276,61,1,0,32,30's,172,2185,70,red,0,3156
1233,1,1,25,20's,170,2325,61,2,1,37,30's,170,1060,61,blue,4636,4039
1234,0,0,30,30's,167,2309,61,2,2,31,30's,167,1905,61,red,0,13463
1235,1,0,29,20's,175,1859,65,1,0,29,20's,170,1906,65,red,2681,699
1236,0,0,32,30's,172,1137,70,0,0,35,30's,165,438,61,blue,0,0
1237,0,0,33,30's,177,2060,93,0,0,43,40's,198,699,93,blue,0,0
1238,0,0,33,30's,170,2293,61,1,0,36,30's,167,2022,61,red,0,221
1239,1,1,27,20's,165,2235,61,0,0,27,20's,167,1511,61,red,2490,0
1240,1,0,32,30's,190,2200,77,2,0,30,30's,182,2124,77,red,2247,7684
1241,0,0,34,30's,180,2162,77,0,0,27,20's,185,2030,84,blue,0,0
1242,2,1,31,30's,170,2183,61,2,0,36,30's,172,2356,61,blue,7183,5581
1243,2,0,37,30's,170,1367,70,1,0,35,30's,177,648,70,red,5427,859
1244,0,0,37,30's,193,2605,120,2,0,34,30's,182,2083,112,red,0,2863
1245,6,0,38,30's,167,1170,61,7,0,37,30's,167,959,61,red,18452,23952
1246,0,0,33,30's,182,2087,84,0,0,28,20's,185,1835,84,blue,0,0
1247,4,0,25,20's,160,2079,52,2,0,34,30's,165,2341,52,blue,13543,7693
1248,1,1,35,30's,182,2291,77,1,1,26,20's,180,2247,77,red,1328,2621
1249,1,1,30,30's,177,1711,70,3,2,31,30's,180,1657,70,blue,4069,6171
1250,2,2,33,30's,187,502,77,3,3,33,30's,177,1655,77,blue,660,6593
1251,0,0,26,20's,182,2860,93,2,0,31,30's,185,1865,93,red,0,2156
1252,3,2,30,30's,187,2264,84,3,2,33,30's,185,1806,84,red,5440,8145
1253,0,0,31,30's,185,1965,84,1,0,32,30's,185,1991,84,red,0,174
1254,0,0,28,20's,177,2373,65,2,0,28,20's,172,1990,65,blue,0,3610
1255,0,0,31,30's,180,1657,70,1,1,33,30's,185,1076,77,red,0,1303
1256,2,1,28,20's,172,1340,70,2,1,31,30's,175,2073,70,no contest,8136,4136
1257,0,0,28,20's,180,2315,65,1,0,29,20's,177,1481,70,red,0,838
1258,1,1,34,30's,182,1944,77,1,1,37,30's,180,405,77,blue,743,1226
1259,0,0,32,30's,175,2193,65,0,0,29,20's,170,1993,65,red,0,0
1260,0,0,21,20's,162,2816,61,1,0,29,20's,172,2368,61,red,0,1277
1261,3,1,32,30's,190,2200,77,4,1,36,30's,182,2174,77,blue,8884,14268
1262,0,0,27,20's,182,2851,77,3,0,31,30's,187,1331,77,blue,0,6859
1263,0,0,30,30's,165,2336,65,0,0,25,20's,172,2335,65,red,0,0
1264,7,3,32,30's,185,1991,84,5,1,28,20's,185,2224,84,red,14923,16063
1265,3,2,33,30's,170,2165,61,4,0,36,30's,175,1706,61,red,8776,8652
1266,0,0,34,30's,180,2160,77,0,0,29,20's,190,2047,77,red,0,0
1267,0,0,40,40's,180,2226,77,0,0,35,30's,185,2227,77,red,0,0
1268,3,2,25,20's,182,2329,77,1,1,29,20's,182,2587,77,red,6405,1761
1269,1,0,33,30's,177,878,77,2,0,32,30's,185,2225,77,red,894,3295
1270,5,0,31,30's,162,2350,52,3,1,29,20's,154,2338,52,blue,16888,10158
1271,0,0,33,30's,167,1861,61,0,0,31,30's,167,1905,61,red,0,0
1272,3,0,33,30's,187,507,93,3,0,38,30's,185,368,84,red,4425,7729
1273,1,0,38,30's,190,2810,93,1,0,36,30's,180,2752,106,blue,3089,325
1274,3,2,27,20's,185,2122,84,2,1,27,20's,185,2030,84,blue,14354,5853
1275,3,3,26,20's,165,2103,56,2,2,30,30's,160,1495,56,red,9301,4842
1276,2,1,30,30's,175,2330,65,1,1,24,20's,180,2362,65,red,6003,4154
1277,1,1,34,30's,170,1179,61,2,1,32,30's,167,1044,61,red,4056,1142
1278,7,7,33,30's,185,1076,77,5,4,32,30's,175,532,70,red,20594,17920
1279,4,4,38,30's,193,367,109,4,1,34,30's,193,1852,109,red,6360,20712
1280,8,2,31,30's,187,786,84,3,0,39,30's,182,295,84,blue,22079,1766
1281,3,0,29,20's,185,1926,84,5,0,29,20's,185,1546,84,red,1228,12816
1282,1,1,29,20's,185,1985,70,0,0,32,30's,177,524,70,red,5116,0
1283,0,0,29,20's,190,2763,104,1,0,37,30's,193,2605,120,blue,0,221
1284,6,1,29,20's,180,2469,77,1,1,30,30's,177,2042,70,blue,13355,4315
1285,6,1,33,30's,190,1499,93,2,2,29,20's,193,549,93,red,12273,15066
1286,1,0,33,30's,182,197,70,0,0,33,30's,177,514,70,red,3981,0
1287,0,0,36,30's,182,2102,70,0,0,34,30's,177,1986,70,red,0,0
1288,0,0,27,20's,182,2254,65,2,2,24,20's,180,2362,65,red,0,7131
1289,0,0,25,20's,182,2876,84,2,0,34,30's,185,2428,84,blue,0,5317
1290,3,1,36,30's,182,432,77,4,3,39,30's,185,326,77,red,7355,17184
1291,4,2,27,20's,177,2168,70,5,0,31,30's,172,1976,70,blue,6827,12735
1292,1,0,39,30's,175,768,77,6,0,33,30's,175,947,84,red,1840,30260
1293,0,0,26,20's,190,2739,77,3,0,27,20's,193,2323,77,blue,0,4420
1294,4,2,25,20's,175,2166,56,4,2,28,20's,177,2274,56,blue,15321,11716
1295,2,1,30,30's,172,2371,56,4,0,28,20's,165,1504,56,red,3511,16015
1296,0,0,31,30's,162,2084,56,0,0,26,20's,160,1966,61,blue,0,0
1297,0,0,31,30's,170,2318,56,1,1,31,30's,170,2220,61,red,0,1807
1298,1,1,33,30's,190,1499,93,0,0,33,30's,187,503,93,red,339,0
1299,1,1,32,30's,180,2316,70,2,0,37,30's,175,1061,70,blue,3685,5345
1300,4,4,34,30's,182,1944,77,4,0,27,20's,182,1176,77,blue,7376,15016
1301,2,2,32,30's,190,2082,118,1,1,38,30's,190,1163,120,red,2070,1434
1302,1,1,32,30's,172,1184,61,0,0,34,30's,165,1039,61,red,1565,0
1303,0,0,30,30's,177,2232,61,0,0,30,30's,167,2191,61,red,0,0
1304,2,0,29,20's,167,2143,56,1,0,26,20's,162,2253,56,blue,1494,2674
1305,2,1,27,20's,172,1979,61,5,0,35,30's,172,1689,61,blue,5637,9581
1306,2,0,30,30's,177,1683,70,4,2,28,20's,175,1595,70,red,8482,3561
1307,6,2,29,20's,180,2297,77,4,2,27,20's,182,2263,77,blue,16228,16138
1308,0,0,34,30's,177,1910,61,0,0,32,30's,167,1044,61,no contest,0,0
1309,3,0,31,30's,170,2220,61,2,0,36,30's,170,2332,56,red,9908,5283
1310,0,0,31,30's,185,2861,93,5,0,36,30's,195,2215,118,blue,0,8384
1311,2,1,32,30's,177,669,77,3,1,30,30's,177,942,77,blue,6848,14382
1312,0,0,29,20's,175,1859,65,0,0,30,30's,167,1907,65,red,0,0
1313,2,1,27,20's,177,2001,70,1,1,27,20's,177,2502,70,red,6142,1852
1314,1,1,29,20's,175,2130,77,3,3,29,20's,190,2047,77,red,4531,10270
1315,0,0,26,20's,180,2737,77,2,1,37,30's,185,1549,77,blue,0,1770
1316,3,0,34,30's,170,646,77,4,4,29,20's,185,2269,77,blue,5278,12427
1317,3,3,30,30's,162,2299,56,3,3,31,30's,165,2011,56,blue,13440,6829
1318,1,0,27,20's,185,2122,84,1,0,34,30's,187,2058,84,blue,1653,2615
1319,0,0,33,30's,180,2101,70,0,0,31,30's,172,1675,70,blue,0,0
1320,2,2,31,30's,160,1347,52,4,0,24,20's,165,2344,52,red,4472,10893
1321,1,1,35,30's,190,2424,106,8,3,32,30's,190,2082,118,red,3784,11254
1322,0,0,42,40's,187,219,99,2,0,37,30's,187,375,109,blue,0,3939
1323,6,1,31,30's,190,1742,93,3,1,35,30's,185,457,93,red,16042,6720
1324,6,4,27,20's,177,2168,70,2,2,30,30's,177,1711,70,blue,12846,8221
1325,3,3,34,30's,182,1944,77,3,1,33,30's,175,947,84,blue,6330,21481
1326,1,1,32,30's,165,1935,61,2,0,30,30's,167,1527,65,red,1202,7935
1327,1,0,32,30's,187,1189,93,1,0,37,30's,187,1968,93,blue,4239,7157
1328,2,0,34,30's,170,2571,61,0,0,29,20's,172,2852,61,red,6252,0
1329,0,0,37,30's,185,1549,77,0,0,37,30's,180,405,77,red,0,0
1330,0,0,33,30's,162,2152,56,1,1,31,30's,165,2011,56,red,0,837
1331,2,1,34,30's,177,2287,70,3,1,38,30's,175,1997,70,red,4022,8865
1332,2,1,36,30's,167,2022,61,2,2,30,30's,167,1317,61,red,4759,7520
1333,0,0,30,30's,172,2371,56,3,1,33,30's,167,2007,56,red,0,5993
1334,1,1,30,30's,170,2164,65,0,0,31,30's,162,1913,61,blue,2968,0
1335,2,1,28,20's,180,2778,77,3,2,25,20's,180,2588,77,red,8848,5650
1336,2,2,28,20's,165,2505,56,5,3,25,20's,175,2166,56,red,2150,17710
1337,2,1,32,30's,175,2193,65,2,0,27,20's,185,2242,65,blue,4715,476
1338,0,0,28,20's,157,2275,52,0,0,28,20's,162,2277,52,red,0,0
1339,4,0,29,20's,175,2130,77,5,0,41,40's,182,870,77,blue,14833,11647
1340,0,0,31,30's,185,2735,70,0,0,28,20's,175,2734,70,red,0,0
1341,0,0,23,20's,167,2118,56,0,0,28,20's,177,1755,65,red,0,0
1342,2,0,30,30's,187,1550,84,2,2,37,30's,185,896,84,red,7073,7870
1343,4,0,26,20's,190,2233,109,1,0,39,30's,187,2155,109,red,12032,3165
1344,6,0,28,20's,165,1504,56,4,0,31,30's,165,2011,56,red,24140,10234
1345,3,1,36,30's,193,808,120,2,0,40,40's,182,1015,119,blue,7003,2279
1346,0,0,26,20's,193,2740,84,1,1,30,30's,190,2608,93,red,0,1580
1347,3,0,28,20's,182,2216,65,1,0,30,30's,175,2729,70,blue,9088,2460
1348,1,0,32,30's,175,2158,70,3,0,30,30's,177,1683,70,blue,3444,9293
1349,1,1,34,30's,170,2256,56,0,0,39,30's,170,2149,52,blue,2328,0
1350,0,0,29,20's,182,2104,77,0,0,28,20's,180,2015,77,red,0,0
1351,1,0,35,30's,167,2576,65,2,0,37,30's,172,374,65,red,2887,4910
1352,1,0,27,20's,177,2322,70,1,0,37,30's,172,2353,77,blue,572,2467
1353,1,1,33,30's,170,1051,61,0,0,32,30's,172,1057,61,red,4852,0
1354,0,0,24,20's,177,2795,65,2,0,30,30's,175,2729,70,red,0,5635
1355,0,0,31,30's,187,786,84,0,0,38,30's,185,346,84,red,0,0
1356,3,2,28,20's,165,1504,56,0,0,32,30's,162,911,56,red,11845,0
1357,1,0,36,30's,182,2102,70,0,0,28,20's,175,2236,70,red,2523,0
1358,6,0,28,20's,175,2057,70,3,2,31,30's,182,538,77,blue,9955,11728
1359,1,1,30,30's,175,545,65,0,0,33,30's,172,1050,65,red,4004,0
1360,0,0,31,30's,160,2678,52,2,1,31,30's,162,2350,52,blue,0,7226
1361,3,3,31,30's,160,2678,52,6,6,29,20's,167,2280,52,red,14150,30413
1362,0,0,23,20's,182,2772,77,2,2,34,30's,182,1992,77,draw,0,6391
1363,4,0,37,30's,175,1061,70,1,1,32,30's,172,1137,70,red,10566,4080
1364,5,4,34,30's,182,1594,84,5,4,26,20's,182,2037,84,red,19179,12082
1365,0,0,35,30's,172,937,70,1,0,32,30's,175,532,70,red,0,2485
1366,2,0,26,20's,190,2739,77,1,1,31,30's,182,2700,77,blue,4619,3495
1367,2,0,34,30's,170,1179,61,0,0,26,20's,175,1650,61,red,7717,0
1368,6,1,23,20's,162,2217,56,5,1,31,30's,165,2011,56,blue,17658,13677
1369,0,0,32,30's,190,2766,84,2,0,28,20's,190,2364,84,red,0,2912
1370,0,0,27,20's,185,2863,93,8,0,33,30's,190,1499,93,blue,0,19550
1371,0,0,33,30's,190,2270,84,0,0,29,20's,185,2269,77,red,0,0
1372,2,1,34,30's,182,1827,84,2,0,34,30's,182,485,84,red,3893,2828
1373,0,0,28,20's,182,1462,77,7,1,33,30's,187,1952,77,red,0,19044
1374,1,0,38,30's,180,1918,70,3,0,33,30's,180,1871,70,blue,3258,7902
1375,7,6,26,20's,182,2037,84,6,2,37,30's,185,896,84,blue,17640,14603
1376,0,0,31,30's,160,1347,52,1,0,33,30's,154,2348,52,blue,0,4270
1377,1,1,35,30's,187,1922,93,0,0,33,30's,190,1499,93,red,407,0
1378,1,1,35,30's,182,2186,77,0,0,41,40's,177,914,77,blue,1320,0
1379,0,0,29,20's,175,2307,77,0,0,33,30's,187,502,77,red,0,0
1380,2,1,32,30's,175,532,70,2,2,33,30's,175,1066,77,blue,4584,9254
1381,1,1,27,20's,165,2134,56,1,1,28,20's,165,2505,56,red,1756,1273
1382,5,1,30,30's,177,1069,65,9,9,25,20's,180,1936,65,red,16323,31005
1383,0,0,38,30's,160,2346,52,0,0,29,20's,157,2342,52,red,0,0
1384,3,2,32,30's,162,2095,56,2,2,31,30's,165,2011,56,red,8559,4009
1385,4,0,28,20's,172,1340,70,1,1,33,30's,175,2558,70,blue,8902,3769
1386,4,1,28,20's,177,2268,77,5,0,29,20's,180,2469,77,red,6998,8751
1387,0,0,24,20's,177,2724,65,3,1,38,30's,170,750,65,red,0,5975
1388,2,2,25,20's,172,2369,61,4,4,25,20's,170,2325,61,blue,5207,8721
1389,5,2,24,20's,170,2126,61,4,1,30,30's,167,2191,61,red,17100,5965
1390,0,0,32,30's,182,2733,84,5,0,27,20's,187,2246,84,red,0,12334
1391,1,1,26,20's,185,2204,77,1,1,28,20's,198,2064,84,blue,391,1801
1392,0,0,28,20's,165,1504,56,0,0,33,30's,167,2007,56,red,0,0
1393,0,0,28,20's,190,2302,84,1,1,34,30's,190,1938,84,red,0,2483
1394,0,0,28,20's,175,2223,70,0,0,30,30's,177,2222,70,red,0,0
1395,1,1,32,30's,180,2019,70,0,0,33,30's,175,2145,70,blue,3541,0
1396,3,2,35,30's,165,2279,52,2,0,29,20's,154,2338,52,red,12129,5929
1397,2,1,27,20's,182,2159,70,2,1,37,30's,182,2078,70,red,3351,6974
1398,1,0,29,20's,167,2143,56,1,1,26,20's,165,2103,56,red,759,4212
1399,5,0,38,30's,170,750,65,4,1,33,30's,172,1050,65,red,12936,15354
1400,1,1,27,20's,177,1531,65,1,1,33,30's,180,733,65,blue,659,3736
1401,4,0,37,30's,190,377,119,4,1,43,40's,177,735,120,red,6308,8074
1402,6,2,32,30's,180,2316,70,8,6,38,30's,175,1997,70,red,20428,26204
1403,0,0,30,30's,180,2829,93,1,1,31,30's,185,1865,93,blue,0,1885
1404,1,1,32,30's,180,2231,70,2,0,35,30's,172,460,70,blue,3204,2757
1405,2,0,38,30's,172,1824,70,0,0,33,30's,177,510,70,red,8239,0
1406,2,2,32,30's,175,1744,65,4,0,35,30's,172,2317,65,blue,2836,16731
1407,2,2,28,20's,175,2734,70,2,1,25,20's,175,2784,70,blue,3477,2826
1408,0,0,26,20's,185,2204,77,0,0,33,30's,190,2067,84,blue,0,0
1409,2,0,30,30's,167,2260,61,2,0,30,30's,180,2138,61,blue,5600,5054
1410,0,0,27,20's,180,2375,65,2,0,34,30's,175,2123,65,blue,0,449
1411,1,0,26,20's,170,2257,70,1,0,31,30's,175,542,70,red,1790,3058
1412,9,0,33,30's,187,1952,77,8,0,29,20's,180,2469,77,red,22552,17266
1413,3,3,36,30's,167,2304,61,4,0,37,30's,167,959,61,red,9670,11165
1414,4,4,30,30's,187,2105,120,4,0,40,40's,182,1015,119,red,12354,11188
1415,0,0,29,20's,193,2834,93,2,2,27,20's,190,2768,93,blue,0,5401
1416,1,0,36,30's,185,1390,93,5,0,33,30's,190,1499,93,red,1741,7851
1417,0,0,32,30's,187,2794,93,0,0,28,20's,190,2793,93,blue,0,0
1418,1,0,37,30's,165,2462,56,1,0,30,30's,157,2801,56,red,3675,341
1419,1,0,32,30's,165,2577,61,3,0,30,30's,172,2308,61,red,3612,2591
1420,0,0,35,30's,160,2351,52,1,0,25,20's,162,2306,52,red,0,4469
1421,5,0,34,30's,200,1515,115,4,0,39,30's,193,308,104,red,13194,13974
1422,0,0,25,20's,187,2842,77,3,1,26,20's,190,2739,77,red,0,6264
1423,2,0,36,30's,190,1810,84,0,0,34,30's,187,2058,84,blue,3878,0
1424,1,1,35,30's,190,2803,84,1,1,29,20's,185,2844,84,red,4642,1057
1425,2,0,27,20's,175,2153,65,1,0,30,30's,175,2330,65,red,3378,2611
1426,5,4,27,20's,185,2122,84,6,1,35,30's,185,449,84,blue,18856,14519
1427,4,2,34,30's,175,1386,77,5,4,35,30's,180,471,77,blue,6532,30877
1428,0,0,25,20's,180,2172,77,0,0,34,30's,187,2051,84,red,0,0
1429,2,2,25,20's,170,2655,65,3,1,30,30's,175,2729,70,red,2135,9436
1430,1,0,25,20's,175,2484,70,6,0,32,30's,177,524,70,red,2828,13731
1431,0,0,30,30's,172,2314,70,0,0,29,20's,177,2313,70,red,0,0
1432,1,1,27,20's,177,2168,70,1,1,28,20's,180,1814,70,red,554,4205
1433,1,0,25,20's,167,2311,56,1,0,31,30's,170,2318,56,blue,3000,3601
1434,0,0,26,20's,172,2154,65,0,0,31,30's,170,2183,61,blue,0,0
1435,3,0,40,40's,182,1015,119,0,0,39,30's,190,328,113,red,5618,0
1436,0,0,28,20's,177,2268,77,0,0,31,30's,175,2176,70,red,0,0
1437,3,0,38,30's,172,721,70,5,0,33,30's,172,509,70,red,6546,9712
1438,5,4,33,30's,185,1806,84,6,0,32,30's,182,2069,84,blue,10306,13005
1439,0,0,27,20's,187,2246,84,0,0,38,30's,185,2245,84,blue,0,0
1440,2,1,36,30's,187,1694,93,0,0,35,30's,193,472,93,blue,2711,0
1441,3,3,30,30's,187,2105,120,2,1,29,20's,213,649,120,blue,8882,4434
1442,2,1,28,20's,177,2268,77,3,2,24,20's,175,2157,70,red,5709,13032
1443,1,1,33,30's,175,511,70,2,2,27,20's,182,1867,77,blue,5530,4491
1444,0,0,30,30's,187,2156,77,0,0,36,30's,185,2100,77,red,0,0
1445,1,0,34,30's,193,1161,111,1,0,34,30's,200,1515,115,red,1018,5826
1446,4,0,30,30's,187,2061,93,0,0,31,30's,185,1865,93,red,10882,0
1447,5,0,36,30's,187,1694,93,0,0,36,30's,185,1390,93,blue,14027,0
1448,0,0,35,30's,175,2175,70,0,0,29,20's,170,2012,70,blue,0,0
1449,3,3,29,20's,170,1993,65,5,2,32,30's,177,1486,65,red,1863,21454
1450,0,0,29,20's,170,2035,65,1,1,27,20's,185,2242,65,blue,0,120
1451,1,1,46,40's,180,129,84,1,1,38,30's,180,1409,93,red,2320,742
1452,1,0,32,30's,185,2225,77,1,0,28,20's,182,2209,77,red,320,2670
1453,0,0,21,20's,182,2628,70,2,0,35,30's,175,2175,70,blue,0,6612
1454,0,0,33,30's,165,2133,61,0,0,30,30's,180,2138,61,blue,0,0
1455,1,1,38,30's,170,1860,61,3,3,27,20's,170,2177,61,red,1031,12231
1456,0,0,22,20's,165,2759,52,2,0,25,20's,170,2465,52,red,0,3932
1457,1,1,24,20's,172,2359,61,0,0,31,30's,172,2137,61,red,1240,0
1458,0,0,33,30's,187,507,93,0,0,32,30's,185,1991,84,blue,0,0
1459,1,1,37,30's,175,1061,70,1,1,33,30's,180,1815,70,red,1110,1597
1460,0,0,30,30's,170,1494,65,6,2,30,30's,167,1907,65,blue,0,19147
1461,0,0,30,30's,170,2749,65,3,0,30,30's,175,2330,65,red,0,10101
1462,1,1,32,30's,185,522,65,4,4,25,20's,180,1936,65,red,2050,13341
1463,0,0,35,30's,170,1177,65,4,0,32,30's,185,522,65,blue,0,11043
1464,4,4,25,20's,172,2369,61,3,3,32,30's,172,1057,61,blue,6541,14627
1465,0,0,30,30's,157,2801,56,5,1,32,30's,162,2095,56,red,0,16101
1466,0,0,32,30's,177,2726,65,0,0,30,30's,175,2729,70,blue,0,0
1467,3,0,32,30's,180,2019,70,2,1,32,30's,177,2762,70,red,8667,2722
1468,0,0,29,20's,167,2280,52,0,0,35,30's,165,2279,52,blue,0,0
1469,0,0,32,30's,162,2135,56,0,0,28,20's,177,2274,56,red,0,0
1470,1,1,32,30's,172,1057,61,4,4,31,30's,167,1905,61,blue,754,27907
1471,3,2,37,30's,190,377,119,3,3,38,30's,193,367,109,red,3036,3134
1472,0,0,26,20's,172,2355,61,0,0,27,20's,167,2354,61,red,0,0
1473,2,1,26,20's,165,2610,56,3,0,31,30's,162,2084,56,red,3975,9455
1474,3,2,36,30's,187,1694,93,1,1,27,20's,187,2246,84,blue,8059,3613
1475,3,1,31,30's,167,2339,52,4,0,34,30's,170,2256,56,blue,12142,17472
1476,2,1,31,30's,187,786,84,1,1,37,30's,185,896,84,red,6787,3803
