B_Age,B_Height,B_ID,B_Weight,Event_ID,Fight_ID,R_Age,R_Height,R_ID,R_Weight,winner
36,193,808,120,750,5713,33,193,535,108,blue
28,177,2373,65,763,5875,29,170,2035,65,blue
38,193,367,109,773,6020,36,193,808,120,red
32,172,1184,61,729,5530,32,170,961,61,blue
29,185,2604,70,733,5561,29,180,2503,70,red
29,190,2047,77,724,5556,39,185,326,77,red
29,185,637,77,655,4670,35,187,455,77,red
30,162,2881,52,813,6606,29,162,2870,52,red
33,187,1952,77,700,5252,28,187,2282,77,blue
28,180,1851,77,668,4780,37,182,1454,77,blue
31,185,2746,70,759,5862,29,177,2313,70,red
27,152,2808,52,797,6422,30,157,2372,52,blue
28,193,1843,84,798,6308,30,182,2747,84,blue
23,182,2783,84,785,6191,32,190,2766,84,blue
29,190,2779,77,797,6347,28,182,2228,77,blue
34,177,1910,61,685,4961,32,167,1044,61,red
36,182,435,84,807,6496,37,185,896,84,red
30,180,2093,70,739,5578,30,182,2507,70,red
30,182,2747,84,759,5894,37,185,2085,93,red
26,165,2210,61,669,4795,33,175,1912,61,blue
29,182,2104,77,717,5410,36,182,1209,77,blue
30,185,2849,93,799,6380,31,190,1742,93,red
31,160,1347,52,801,6371,22,162,2305,52,blue
26,165,2210,61,754,5871,30,167,2309,61,blue
43,177,735,120,809,6487,36,193,808,120,red
33,167,2007,56,668,4788,32,160,1904,61,red
28,182,2209,77,672,4790,30,182,668,77,red
29,185,1985,70,771,5987,27,177,2168,70,blue
34,165,2341,52,726,5480,29,167,2280,52,red
27,177,1531,65,792,6372,34,172,1054,65,red
38,185,368,84,774,6035,32,190,1294,84,blue
33,175,515,65,807,6491,27,182,2821,70,red
28,180,2778,77,807,6472,26,190,2739,77,blue
30,170,2147,61,679,4969,26,165,2298,56,blue
28,180,1596,77,650,4646,41,182,870,77,red
35,172,941,65,664,4768,33,180,1815,70,red
28,175,2785,61,794,6319,33,167,1618,61,red
24,180,2312,65,720,5414,28,172,2360,65,red
34,187,2300,93,769,5977,38,182,966,93,blue
33,177,2060,93,768,6001,31,190,1742,93,blue
30,177,2701,77,778,6086,21,182,2628,70,red
34,167,2017,61,700,5103,30,170,1828,61,red
31,180,2585,70,776,6116,28,172,2573,70,red
31,165,2328,52,754,5849,28,165,2697,52,red
29,170,2603,52,796,6338,28,162,2277,52,red
29,190,2199,93,733,5562,33,177,2060,93,red
35,170,459,65,774,6102,26,172,2238,65,red
32,172,1980,65,696,5136,32,177,1486,65,blue
31,180,2214,65,683,4918,27,175,2153,65,blue
32,167,2010,56,740,5654,26,165,2103,56,red
33,185,2055,77,665,4753,34,170,646,77,blue
25,162,2306,52,718,5341,38,160,2346,52,red
33,180,2337,93,798,6401,23,185,2765,93,blue
34,165,1034,61,662,4715,31,165,2011,56,red
25,190,2510,77,745,5633,29,185,2269,77,blue
23,152,2835,52,800,6359,34,170,2256,56,blue
31,177,2171,77,647,4683,32,182,1820,77,red
33,180,1815,70,756,5715,31,180,1657,70,blue
32,167,2010,56,664,4747,29,180,2136,61,red
33,182,197,70,661,4722,32,180,1272,77,red
25,187,2750,77,784,6205,38,185,2796,77,blue
34,180,2819,70,787,6238,24,180,2807,65,red
31,187,786,84,813,6522,32,187,1769,84,blue
33,182,467,93,729,5524,31,190,1742,93,blue
32,162,2095,56,647,4660,36,175,1706,61,red
30,190,1984,70,772,6006,26,182,2575,70,blue
24,177,2822,70,793,6301,26,172,2292,70,blue
33,175,2128,65,653,4692,31,170,1932,65,blue
31,175,2073,70,685,4972,38,175,1997,70,red
36,182,435,84,699,5153,35,185,449,84,red
28,187,2856,93,806,6498,27,190,2768,93,blue
34,165,1039,61,778,6134,31,167,1905,61,red
36,167,2347,52,792,6266,23,165,2814,52,red
34,185,2321,111,704,5288,30,187,2105,120,red
38,172,1824,70,660,4740,38,172,721,70,red
27,185,2030,84,718,5340,37,185,2062,84,blue
29,175,1983,70,712,5264,32,180,1272,77,blue
24,162,2578,56,749,5823,0,167,2572,61,blue
37,185,2009,93,743,5602,33,187,516,93,red
29,180,2333,77,689,5080,33,177,878,77,blue
30,187,2264,84,681,4902,34,185,2005,84,red
28,175,2785,61,781,6194,33,170,2293,61,blue
29,177,2290,84,763,5921,28,190,2302,84,red
33,172,509,70,807,6482,28,175,1595,70,red
31,172,1978,65,789,6220,28,172,2360,65,red
35,182,2291,77,811,6558,28,180,2015,77,red
26,177,2429,70,721,5509,32,172,2185,70,blue
30,177,1683,70,678,4870,38,177,356,70,blue
37,187,1968,93,785,6188,33,187,516,93,red
24,165,2848,52,799,6382,35,165,2279,52,red
30,177,2232,61,690,5095,23,167,2118,56,red
34,182,485,84,711,5259,37,180,405,77,red
29,167,2280,52,704,5246,29,154,2338,52,blue
34,180,2160,77,686,4993,29,185,2269,77,red
29,175,2089,70,749,5802,29,180,2469,77,red
27,177,2502,70,791,6263,33,180,2101,70,red
28,180,1974,65,691,5114,33,185,1076,77,red
32,175,520,70,704,5249,32,172,875,70,red
30,154,2278,61,680,4924,30,167,1317,61,red
24,170,2126,61,653,4655,30,175,1143,56,blue
33,182,2579,77,731,5570,29,180,2469,77,red
37,167,2357,61,689,5124,36,172,2356,61,red
27,165,2235,61,795,6376,39,167,2376,61,red
43,177,735,120,718,5335,34,193,1852,109,red
30,175,2202,65,665,4759,28,175,2201,65,blue
33,177,1655,77,789,6233,38,180,347,77,red
36,175,2041,65,714,5424,27,172,2504,61,blue
29,175,2289,65,743,5646,24,180,2312,65,blue
33,195,2106,113,790,6241,35,190,2424,106,red
38,180,1409,93,719,5343,33,187,516,93,blue
24,177,2724,65,779,6151,30,175,2202,65,blue
28,200,2492,113,795,6345,32,190,2425,120,blue
28,172,2430,65,761,5925,28,180,2315,65,draw
27,190,2281,93,743,5630,34,187,2300,93,blue
26,172,2238,65,678,4895,30,180,2230,65,no contest
32,180,525,77,781,6109,37,185,1549,77,blue
28,177,1755,65,717,5449,35,172,1689,61,red
34,172,1054,65,646,4589,30,170,1052,65,red
31,170,2220,61,702,5171,37,162,2196,56,red
28,175,2057,70,794,6335,33,175,890,70,blue
32,167,1839,61,673,4815,30,170,1828,61,red
33,177,1655,77,662,4716,29,177,2000,77,blue
32,162,2135,56,719,5365,24,170,2126,61,red
32,160,1904,61,743,5601,30,160,1495,56,red
29,193,2834,93,809,6560,25,190,2840,93,red
31,172,2190,65,666,4791,32,182,2092,65,red
25,175,2166,56,651,4664,30,165,2142,56,blue
33,182,1989,84,768,6015,38,185,2245,84,red
36,195,2799,120,783,6213,33,187,2736,120,draw
35,177,2028,70,652,4640,31,172,1976,70,red
37,185,2085,93,773,6092,25,190,2076,93,red
29,162,2870,52,809,6575,25,160,2792,52,blue
27,182,1867,77,682,4899,41,182,870,77,blue
27,177,2502,70,795,6323,32,172,875,70,blue
29,177,1481,70,770,6041,38,175,1997,70,red
22,170,2320,61,685,4954,25,160,2079,52,red
28,185,2775,84,783,6158,28,190,2302,84,blue
24,172,2359,61,811,6512,38,167,1170,61,blue
28,165,2823,56,797,6374,26,165,2298,56,blue
25,175,2484,70,792,6290,35,177,461,70,red
30,177,2738,61,789,6221,26,172,2355,61,red
24,170,2126,61,764,5939,23,162,2217,56,blue
29,172,2854,70,803,6425,29,182,2841,70,blue
36,167,2304,61,703,5200,36,175,1706,61,blue
30,185,2782,84,791,6298,33,182,2087,84,blue
29,177,2053,77,685,4948,36,180,651,77,blue
31,172,1791,65,712,5289,35,170,459,65,red
37,172,2276,61,688,5018,30,167,2191,61,no contest
32,190,1294,84,753,5690,32,187,1769,84,blue
29,190,2066,84,690,5065,33,182,2286,84,blue
43,177,735,120,689,4980,39,193,308,104,red
32,185,2623,93,739,5616,30,190,2608,93,red
34,177,1463,77,732,5591,29,182,2587,77,red
31,175,965,77,782,6153,36,182,432,77,blue
35,172,460,70,687,5029,33,180,1871,70,red
32,182,2365,77,801,6395,28,182,2754,84,blue
33,162,2152,56,719,5352,32,160,1904,61,red
29,180,2469,77,765,5931,33,185,1076,77,red
30,187,2156,77,679,4964,31,182,2180,77,red
28,182,2216,65,803,6424,27,182,2159,70,red
31,172,2757,61,765,5909,33,170,2293,61,red
30,180,2230,65,663,4708,35,172,452,70,red
26,193,2764,120,804,6459,29,190,2763,104,no contest
27,185,2790,93,776,6200,28,185,2789,84,red
28,182,2048,65,687,5045,32,177,1486,65,red
29,177,1481,70,660,4729,33,172,509,70,red
26,177,2119,65,790,6249,32,172,1980,65,blue
39,182,1866,84,684,4892,37,180,1403,84,blue
33,175,511,70,794,6328,33,172,509,70,red
28,172,1340,70,695,5043,32,172,530,70,blue
27,182,2755,84,806,6502,30,185,2782,84,red
33,175,1066,77,698,5116,33,185,1076,77,red
23,167,2118,56,668,4789,36,175,2041,65,blue
41,177,1953,77,711,5280,35,185,2227,77,red
30,182,2124,77,670,4754,25,175,2070,84,red
29,180,2698,77,752,5792,28,177,2268,77,red
30,187,2264,84,694,5037,37,185,2062,84,blue
26,177,2704,65,786,6215,25,170,2655,65,red
31,177,1891,70,664,4762,29,175,1983,70,blue
30,165,2142,56,676,4850,26,160,1966,61,red
29,185,2269,77,720,5361,32,185,2334,77,blue
36,190,1810,84,665,4752,35,185,449,84,red
29,175,2018,61,680,5003,26,165,2210,61,blue
34,167,2748,61,765,5908,25,172,2369,61,red
37,180,1403,84,663,4700,38,185,368,84,blue
40,187,797,93,796,6329,33,187,503,93,red
20,180,2836,70,792,6418,23,172,2837,70,red
28,182,2754,84,782,6148,26,177,2586,77,draw
30,167,2260,61,669,4839,34,170,2256,56,red
27,180,2179,70,655,4701,31,182,2180,77,blue
27,177,2168,70,687,5027,32,175,2208,70,blue
31,162,2350,52,697,5172,34,165,2341,52,red
34,182,485,84,765,5911,30,187,1550,84,red
32,170,533,65,749,5822,35,170,459,65,blue
29,175,2121,84,673,4831,30,187,1550,84,blue
25,182,2329,77,693,5076,34,180,2162,77,red
30,180,1783,77,785,6192,29,190,2047,77,blue
23,162,2217,56,661,4801,28,165,1504,56,red
38,177,1296,77,765,5968,27,177,2506,77,blue
27,193,2323,77,688,5048,25,180,2172,77,red
28,175,2236,70,711,5260,28,175,2223,70,red
30,170,2164,65,648,4663,33,170,2165,61,blue
29,165,2731,61,768,5974,28,172,1719,61,red
34,187,2300,93,714,5279,37,185,2009,93,red
25,180,2172,77,702,5143,30,182,2124,77,blue
33,187,503,93,761,5851,33,187,516,93,red
31,180,1657,70,692,5073,30,177,1683,70,blue
32,177,669,77,653,4674,25,175,2070,84,red
32,175,2158,70,792,6248,27,177,2168,70,red
29,175,2307,77,689,5092,32,185,2334,77,red
28,177,2423,65,700,5244,29,177,2422,65,red
30,177,2756,70,787,6197,30,177,2222,70,red
25,190,2167,84,670,4804,33,182,1989,84,red
30,180,2758,70,769,6028,28,175,2144,70,red
33,187,1952,77,696,5138,27,182,2248,77,blue
31,190,2753,113,786,6176,26,190,2233,109,blue
37,180,405,77,813,6571,33,175,511,70,red
31,187,2761,112,769,6033,33,180,2337,93,red
29,180,2503,70,745,5668,27,177,2502,70,red
31,170,2710,52,775,6110,31,162,2350,52,red
32,177,1486,65,809,6493,26,172,2213,65,blue
34,177,2287,70,692,5050,40,175,283,70,blue
34,172,1054,65,774,6107,25,180,1936,65,red
33,187,503,93,702,5159,32,187,1189,93,blue
27,187,2815,70,784,6276,28,172,1340,70,red
29,172,1858,61,792,6302,27,172,1979,61,red
29,180,2503,70,714,5317,34,182,1992,77,red
24,180,2312,65,690,5099,28,182,2216,65,blue
30,182,2107,77,808,6466,35,185,2227,77,blue
27,190,2768,93,774,6068,29,187,2367,93,blue
28,172,2430,65,731,5532,32,172,1980,65,red
36,195,2215,118,677,4942,39,187,2197,112,blue
30,170,2164,65,793,6283,26,172,2213,65,red
29,187,2367,93,738,5546,29,177,2290,84,blue
39,175,768,77,774,6108,46,180,129,84,red
25,190,2840,93,797,6426,27,185,2790,93,blue
32,162,2343,52,804,6451,23,165,2814,52,blue
26,185,2204,77,727,5495,36,185,2100,77,blue
33,185,2055,77,713,5272,39,185,326,77,red
33,185,2205,93,718,5337,44,190,175,93,blue
25,177,2813,77,801,6388,35,182,2291,77,red
28,182,2048,65,769,6032,33,175,2128,65,blue
33,185,1806,84,797,6321,26,182,2037,84,red
38,180,347,77,700,5189,39,182,653,84,blue
38,170,1860,61,667,4760,32,170,961,61,blue
30,180,1783,77,698,5121,34,170,646,77,blue
28,172,1340,70,672,4727,32,167,2207,70,red
25,180,2588,77,732,5592,26,177,2586,77,red
35,182,2291,77,681,4876,35,190,1547,77,blue
27,193,2323,77,703,5203,25,180,2077,77,blue
35,187,1922,93,725,5428,37,185,2085,93,red
25,177,2466,70,807,6480,32,172,1137,70,blue
30,187,1550,84,683,4944,34,182,1594,84,red
25,167,2311,56,682,4898,32,162,2095,56,red
34,162,2349,52,697,5161,32,162,2343,52,red
35,172,1948,70,768,5976,31,180,2243,70,red
33,167,1861,61,669,4794,37,170,1060,61,red
34,177,915,70,652,4610,33,185,1076,77,red
37,182,387,84,744,5605,33,187,503,93,red
25,190,2167,84,646,4665,30,187,2061,93,red
34,177,1565,70,694,5035,22,175,2258,70,red
38,175,361,65,803,6436,24,180,2362,65,red
27,185,2122,84,775,6075,30,193,546,84,blue
29,185,2844,84,799,6381,23,180,2786,84,blue
30,187,2061,93,694,5033,26,182,2037,84,red
23,167,2118,56,744,5643,35,160,1253,56,blue
30,182,2107,77,771,6007,32,180,1543,77,blue
29,182,2104,77,797,6360,37,185,1549,77,blue
29,177,2053,77,784,6285,29,177,1481,70,red
32,162,2095,56,816,6590,30,160,1495,56,red
28,180,1974,65,750,5813,27,177,1531,65,red
25,182,2329,77,714,5319,35,190,1547,77,blue
30,175,545,65,753,5729,25,180,1936,65,red
25,177,2813,77,785,6183,32,190,2020,77,blue
32,187,2751,77,764,5961,25,187,2750,77,red
36,187,1694,93,770,6009,40,187,797,93,red
37,172,2276,61,780,6165,29,172,1858,61,red
29,180,2469,77,725,5429,34,177,1493,70,blue
25,175,2784,70,800,6356,31,172,1675,70,blue
29,190,2066,84,781,6105,36,182,435,84,red
38,170,366,65,698,5105,28,175,2057,70,red
37,182,372,84,691,5104,29,185,1546,84,red
26,193,2764,120,769,5980,30,193,2659,113,red
37,167,959,61,716,5327,35,167,451,65,red
0,154,2832,52,798,6366,25,162,2306,52,blue
31,190,1742,93,662,4711,37,185,1663,93,red
29,180,2698,77,776,6118,29,182,2206,77,red
31,180,2214,65,749,5825,32,182,2092,65,blue
30,182,2490,84,746,5705,29,180,2333,77,blue
28,180,2015,77,773,6026,25,180,2172,77,blue
33,185,2205,93,759,5835,33,177,2060,93,red
28,165,2505,56,718,5425,30,165,2142,56,blue
25,177,2466,70,744,5727,34,177,915,70,red
27,177,2262,70,766,5971,22,175,2258,70,red
24,162,2578,56,776,6147,33,167,2007,56,blue
34,182,2083,112,781,6166,39,187,2155,109,blue
34,162,2349,52,718,5339,28,167,2345,52,red
33,167,1618,61,661,4688,30,167,1317,61,red
27,185,2602,77,773,6025,25,182,2329,77,red
31,165,2328,52,693,5075,35,165,2279,52,red
31,182,538,77,750,5712,30,177,1711,70,blue
32,190,2020,77,648,4592,30,177,942,77,red
46,180,129,84,793,6268,38,185,368,84,red
24,175,2157,70,671,4845,31,177,2097,70,blue
34,175,778,70,779,6128,31,180,1657,70,red
31,172,2190,65,655,4732,30,170,2189,61,blue
26,177,2119,65,746,5761,28,172,2360,65,blue
31,180,1657,70,772,6012,30,177,1069,65,blue
34,187,2051,84,673,4849,33,177,1655,77,red
29,185,2604,70,811,6514,24,177,2822,70,red
33,187,502,77,695,5083,34,182,485,84,blue
26,177,2119,65,772,6005,24,180,2362,65,red
31,167,1484,65,756,5714,35,167,451,65,red
30,175,2330,65,813,6534,26,180,2847,65,red
34,177,915,70,703,5183,30,172,2023,70,blue
28,170,2150,61,794,6327,30,167,1317,61,blue
34,177,1986,70,664,4779,37,185,1080,70,blue
33,175,515,65,758,5770,26,172,2154,65,red
25,177,2813,77,793,6311,29,185,2656,77,blue
24,172,2363,61,689,5130,24,180,2362,65,red
30,175,545,65,794,6316,35,167,451,65,red
34,182,1944,77,794,6336,34,175,1386,77,draw
30,187,2105,120,674,4867,39,193,306,120,blue
29,180,2611,84,738,5621,32,182,2069,84,red
35,172,941,65,713,5321,32,182,2092,65,red
26,182,2703,77,746,5858,24,175,2702,76,blue
32,182,1820,77,667,4769,36,182,432,77,red
35,167,2576,65,724,5597,26,182,2575,70,red
31,180,2214,65,768,5963,32,177,1486,65,red
27,185,2173,77,652,4689,36,182,2174,77,red
29,177,1875,77,772,6013,29,185,2656,77,red
32,175,1744,65,704,5284,22,170,2320,61,blue
27,177,2872,70,813,6572,32,172,2773,70,blue
35,172,2317,65,752,5718,30,170,1828,61,blue
33,182,2286,84,671,4927,28,187,2282,77,blue
27,185,2244,70,703,5180,36,175,2096,70,red
32,167,1839,61,798,6400,36,167,2022,61,red
37,185,1663,93,711,5439,38,185,348,93,red
30,154,2278,61,766,5999,34,175,2221,61,red
33,190,2252,84,704,5254,28,185,2224,84,red
32,172,2773,70,773,6045,32,180,2019,70,blue
34,177,1493,70,663,4698,32,175,520,70,blue
43,177,735,120,778,6160,39,190,305,120,no contest
29,165,2731,61,750,5775,31,165,1380,61,blue
38,185,368,84,694,5032,32,190,1294,84,red
30,182,2507,70,777,6061,28,177,1092,70,red
31,190,1742,93,752,5686,44,190,175,93,blue
38,170,750,65,726,5442,38,170,366,65,blue
33,182,2087,84,758,5764,28,185,2224,84,blue
33,190,2252,84,692,5039,28,198,2064,84,blue
33,187,507,93,696,5058,38,185,346,84,red
31,167,1737,65,809,6559,36,175,1706,61,red
24,167,2326,61,746,5670,27,172,1979,61,red
32,182,1422,77,786,6175,30,182,2107,77,red
30,157,2372,52,766,5970,28,167,2345,52,red
27,175,2153,65,648,4593,38,170,750,65,red
27,170,2177,61,650,4668,29,177,2192,61,blue
26,165,2298,56,716,5328,28,167,2303,56,blue
28,182,2216,65,661,4741,35,177,1930,65,blue
25,175,2070,84,778,6083,33,175,947,84,blue
28,185,2775,84,796,6346,32,185,1991,84,red
33,172,2013,70,690,5074,33,180,1815,70,red
34,182,2559,77,726,5483,30,182,668,77,red
40,182,1015,119,665,4720,40,190,272,109,blue
31,167,1056,56,646,4605,35,160,1253,56,red
34,167,1882,61,655,4699,34,167,1243,61,blue
38,190,2810,93,790,6246,27,190,2768,93,red
28,170,2150,61,771,5988,33,165,2133,61,blue
36,182,1209,77,684,4951,34,170,646,77,blue
30,180,2230,65,791,6257,29,170,1993,65,red
32,167,2010,56,692,5064,38,167,1170,61,blue
38,180,1918,70,811,6518,29,177,2426,70,red
29,177,1875,77,786,6174,32,180,1543,77,red
30,172,1622,70,804,6460,31,180,2214,65,red
34,185,2005,84,738,5565,30,187,1550,84,red
31,182,538,77,695,5068,32,175,532,70,red
29,213,649,120,773,6021,37,193,1431,119,blue
28,185,2224,84,663,4812,32,185,2225,77,blue
32,160,2769,52,773,6091,32,175,1744,65,red
35,172,2317,65,700,5188,28,170,2150,61,blue
32,162,2095,56,687,5023,34,165,1034,61,blue
30,177,2756,70,763,5923,29,185,2604,70,red
28,167,2542,52,725,5430,35,165,2279,52,red
31,180,2805,77,792,6348,31,182,2700,77,blue
33,187,516,93,813,6531,38,180,1409,93,red
30,182,2507,70,711,5309,31,172,1675,70,red
31,190,970,118,727,5437,37,190,377,119,red
34,177,2287,70,752,5684,22,175,2258,70,red
33,175,890,70,780,6104,32,175,532,70,blue
32,180,1902,77,768,6002,31,187,1331,77,blue
38,167,1170,61,763,5905,35,172,1689,61,blue
35,185,449,84,733,5516,38,185,368,84,red
31,175,2073,70,783,6212,30,172,2023,70,red
34,167,476,65,655,4672,33,180,733,65,red
28,177,1092,70,650,4675,35,172,1136,70,blue
26,172,2238,65,754,5861,29,170,1906,65,blue
30,167,2191,61,780,6138,30,170,2164,65,blue
35,187,455,77,679,4886,34,175,1386,77,red
38,190,1163,120,695,5070,37,187,375,109,blue
36,170,2332,56,701,5128,23,162,2217,56,red
33,182,2087,84,673,4803,32,182,2069,84,red
24,177,2724,65,806,6500,28,177,1755,65,blue
35,167,2074,70,791,6256,30,177,2288,70,blue
34,193,1852,109,770,6034,39,193,308,104,blue
30,187,2264,84,781,6185,30,185,2782,84,blue
28,167,2345,52,787,6184,22,162,2305,52,red
28,172,1719,61,778,6095,30,167,1317,61,blue
24,175,2157,70,776,6112,22,175,2258,70,blue
27,165,2134,56,798,6413,23,170,2825,56,red
30,180,2230,65,755,5779,35,175,2169,65,blue
26,182,2037,84,718,5336,29,185,1546,84,blue
25,160,2792,52,795,6313,32,160,2769,52,blue
25,190,2510,77,774,6078,26,185,2204,77,red
25,172,2809,61,816,6627,29,172,2368,61,blue
31,172,1978,65,702,5170,34,172,1954,65,blue
32,190,2200,77,712,5294,37,172,374,65,blue
33,165,2133,61,724,5405,30,170,1828,61,red
37,182,372,84,720,5408,25,175,2070,84,red
22,165,2759,52,781,6178,29,170,2603,52,red
30,162,2299,56,798,6365,32,162,911,56,red
34,182,2083,112,665,4756,30,187,2105,120,red
31,167,1056,56,752,5791,33,167,2125,56,blue
33,172,2184,70,686,4977,26,172,2154,65,red
26,170,2257,70,674,4871,29,190,2047,77,red
29,167,2143,56,745,5726,37,162,2196,56,red
30,175,2202,65,701,5270,31,180,2214,65,red
30,167,1317,61,768,5958,35,172,2317,65,blue
32,193,2284,93,671,4932,28,180,2283,84,red
26,180,2847,65,799,6440,29,175,2289,65,blue
27,167,2583,61,738,5619,36,167,2304,61,red
33,162,2178,61,693,5057,25,170,2325,61,red
30,180,1783,77,667,4766,37,180,1781,84,red
25,175,2405,61,796,6393,25,170,2325,61,red
36,185,2732,109,782,6152,36,195,2215,118,red
39,180,2148,61,648,4623,30,170,2147,61,red
39,185,326,77,650,4634,27,182,1176,77,red
32,182,1820,77,739,5608,29,190,2047,77,red
38,172,721,70,680,4997,28,180,1974,65,red
32,175,532,70,704,5198,30,177,1069,65,blue
30,187,1096,70,729,5525,31,172,1976,70,blue
27,170,2177,61,706,5251,33,170,1051,61,blue
30,187,2264,84,703,5184,32,185,1991,84,blue
30,180,2826,77,796,6410,34,182,1992,77,red
30,172,2023,70,668,4778,33,175,1066,77,red
33,187,516,93,702,5131,30,195,1139,93,blue
37,167,959,61,774,6036,32,172,1057,61,red
33,185,1076,77,785,6189,32,177,669,77,blue
34,172,1054,65,712,5262,31,167,1484,65,red
32,162,2095,56,761,5933,28,165,1504,56,blue
0,162,2569,52,724,5563,28,162,2277,52,red
37,187,375,109,652,4581,34,193,1852,109,red
37,182,372,84,674,4807,35,187,1476,84,blue
38,180,347,77,765,5910,33,185,1806,84,red
30,172,2023,70,763,5876,30,180,2036,70,blue
29,175,2295,77,798,6373,35,187,2709,77,red
34,175,2221,61,770,6070,31,172,1194,63,red
30,190,1984,70,774,6050,27,177,2168,70,red
33,172,2265,56,670,4853,23,162,2217,56,red
26,177,2429,70,758,5824,21,182,2628,70,red
27,170,2838,61,795,6430,25,170,2839,61,red
25,177,2198,65,800,6375,33,172,1050,65,red
29,172,2368,61,690,5094,28,170,2150,61,red
32,187,663,77,754,5724,35,180,471,77,red
26,177,2429,70,701,5196,28,177,2268,77,red
31,180,2582,70,731,5572,26,193,2581,84,blue
34,177,915,70,793,6272,37,182,2078,70,red
34,200,1515,115,778,6082,34,185,497,109,red
40,162,940,61,700,5176,29,170,2331,61,no contest
36,175,2096,70,647,4641,37,170,1367,70,red
30,187,1550,84,786,6177,35,185,449,84,red
37,180,405,77,775,6053,33,185,1076,77,red
33,195,2106,113,694,5034,39,193,306,120,red
28,165,1504,56,800,6355,33,162,2152,56,blue
34,187,2300,93,813,6532,36,187,1694,93,red
30,187,1096,70,684,4983,32,180,1272,77,red
32,180,1272,77,678,4884,31,172,1976,70,blue
28,182,2228,77,680,5000,35,177,2131,77,red
27,175,2237,65,664,4748,31,172,1978,65,red
34,182,2559,77,752,5688,28,182,2228,77,red
29,177,2580,77,731,5571,31,175,2073,70,red
33,185,2205,93,775,6071,35,180,2195,93,red
32,190,1805,70,648,4596,35,172,941,65,red
27,193,2787,113,803,6442,33,195,2106,113,red
29,177,2313,70,698,5155,27,180,2179,70,blue
24,170,2126,61,683,4986,33,167,2007,56,red
28,180,2315,65,725,5499,33,170,1994,65,no contest
25,175,2405,61,789,6219,27,167,2354,61,draw
31,180,2585,70,797,6349,22,175,2258,70,blue
36,177,1478,70,693,5091,31,175,2073,70,red
32,185,1991,84,771,6010,29,180,2611,84,blue
29,175,2295,77,718,5342,40,180,2226,77,blue
32,180,1272,77,798,6341,31,175,965,77,blue
26,185,2204,77,765,5915,29,175,2130,77,blue
