B_Age,B_Height,B_ID,B_Weight,Event_ID,Fight_ID,R_Age,R_Height,R_ID,R_Weight,winner
33,172,2013,70,749,5676,33,177,514,70,blue
34,170,2256,56,752,5731,29,167,2280,52,red
32,182,2365,77,702,5144,33,177,1655,77,red
29,175,1983,70,694,5088,32,172,875,70,blue
28,167,2866,61,808,6526,36,167,2022,61,red
39,167,2376,61,810,6510,33,165,2133,61,draw
31,187,1331,77,721,5463,28,180,2015,77,red
33,185,2161,77,649,4654,28,198,2064,84,red
28,182,2754,84,769,5995,27,182,2755,84,blue
30,170,1828,61,802,6370,28,172,1719,61,red
28,190,2770,111,772,6096,33,195,2106,113,red
32,190,2082,118,717,5385,32,182,1850,118,red
36,185,419,93,782,6159,25,190,2076,93,red
31,172,1976,70,759,5831,32,180,2316,70,red
27,177,2296,56,679,4966,33,175,1912,61,blue
29,177,2229,77,663,4814,28,182,2228,77,red
31,182,538,77,768,6016,28,175,2057,70,blue
27,182,2159,70,687,5077,38,177,1146,70,blue
31,170,2710,52,753,5877,27,154,2340,52,red
29,180,2297,77,719,5367,41,182,870,77,blue
29,177,2290,84,706,5253,33,182,2286,84,blue
27,177,2262,70,720,5413,35,175,2175,70,blue
33,187,1952,77,678,4874,31,182,2203,77,blue
32,175,2193,65,678,4940,30,180,1916,65,blue
36,175,1706,61,672,4823,34,167,1882,61,blue
31,172,1978,65,680,5001,35,172,941,65,red
35,172,1689,61,690,5098,37,167,959,61,red
31,180,2585,70,813,6573,30,175,2812,70,red
33,187,1952,77,721,5474,36,182,432,77,red
32,190,2200,77,795,6342,32,182,1422,77,red
27,172,2846,61,798,6439,29,172,2266,61,red
33,172,2013,70,646,4662,32,172,530,70,blue
26,177,2119,65,660,4695,25,180,1936,65,red
26,165,2210,61,804,6499,21,175,2857,61,red
32,165,2132,61,648,4595,29,175,2018,61,red
35,180,2195,93,766,5964,35,187,1476,84,blue
32,180,1272,77,806,6475,33,185,1076,77,blue
32,190,2082,118,780,6119,40,182,1015,119,blue
30,170,2749,65,787,6186,27,170,2705,65,blue
32,180,2316,70,729,5455,31,180,1657,70,red
33,187,1952,77,706,5307,36,182,2174,77,blue
38,193,367,109,685,4958,37,193,1431,119,blue
29,170,2845,52,799,6437,28,165,2697,52,red
29,185,1546,84,651,4608,30,180,1783,77,blue
25,160,2079,52,653,4678,28,170,2150,61,blue
31,185,2820,70,784,6171,32,172,1137,70,red
26,160,1966,61,802,6420,31,167,1905,61,red
30,190,1969,93,694,5036,44,190,175,93,red
37,185,1080,70,688,5026,31,172,1976,70,red
29,170,1906,65,740,5652,35,172,941,65,blue
31,182,2261,70,682,4934,30,190,1984,70,red
28,177,1755,65,786,6172,24,180,2362,65,red
30,170,1970,56,816,6545,25,175,2166,56,blue
29,167,2143,56,648,4620,27,170,2054,61,red
28,193,2788,109,786,6196,27,193,2787,113,blue
31,175,965,77,761,5852,30,177,942,77,red
33,185,2205,93,698,5156,30,195,2285,93,blue
38,170,750,65,765,5956,30,167,1907,65,red
30,180,1783,77,777,6063,32,180,1272,77,blue
32,160,1911,56,649,4685,33,162,2016,56,no contest
26,172,2213,65,725,5435,28,182,2048,65,blue
40,190,272,109,724,5472,29,213,649,120,red
36,187,1694,93,749,5672,37,187,1968,93,red
31,180,2582,70,754,5873,33,172,2013,70,red
30,172,2371,56,732,5520,29,167,2091,56,blue
33,182,2286,84,731,5538,27,187,2246,84,red
30,180,2508,77,790,6309,32,180,525,77,blue
27,152,2808,52,786,6225,25,170,2465,52,red
26,193,2581,84,752,5687,39,182,2324,84,red
31,167,1905,61,664,4796,30,167,1527,65,blue
33,193,535,108,769,5993,35,193,969,120,blue
29,180,2297,77,753,5692,26,180,2247,77,red
34,182,2083,112,793,6271,29,213,649,120,red
38,177,356,70,652,4602,33,175,1066,77,red
28,190,2364,84,755,5781,32,180,1638,84,red
36,193,808,120,784,6154,34,193,1852,109,red
35,180,454,61,740,5699,33,170,1051,61,red
29,170,2259,65,674,4890,22,175,2258,70,red
26,165,2610,56,797,6368,28,165,2505,56,red
28,182,2209,77,733,5506,25,182,2329,77,red
23,182,2772,77,791,6264,32,182,1820,77,red
25,175,2070,84,800,6438,37,180,1403,84,blue
32,182,1422,77,769,6027,32,180,2509,77,blue
28,172,2430,65,716,5356,31,172,2190,65,blue
33,170,1994,65,786,6187,30,167,1907,65,red
34,185,2005,84,646,4631,35,182,464,84,red
34,185,2428,84,773,6024,34,190,1938,84,red
24,165,2344,52,697,5167,29,154,2338,52,red
33,185,2161,77,691,5109,29,182,2104,77,red
27,177,2001,70,676,4851,32,177,669,77,red
29,177,2192,61,670,4822,34,177,1910,61,blue
29,175,2467,65,714,5363,24,167,2326,61,red
26,193,2740,84,781,6168,26,182,2780,93,blue
33,175,515,65,791,6253,30,167,1527,65,red
25,172,2809,61,790,6245,31,172,2757,61,blue
27,177,2296,56,726,5519,24,167,2326,61,red
27,187,2246,84,766,5966,39,182,2324,84,red
28,170,2150,61,743,5662,25,160,2079,52,blue
33,165,2133,61,784,6204,30,167,2099,61,blue
26,160,2120,52,714,5366,25,162,2468,52,blue
31,180,2585,70,729,5526,28,180,1814,70,blue
0,182,2584,77,727,5496,31,185,1965,84,blue
29,172,2266,61,673,4908,35,180,454,61,blue
33,172,509,70,676,4846,33,185,1076,77,red
27,182,2851,77,804,6490,26,180,2737,77,no contest
34,180,2366,104,702,5145,26,190,2233,109,red
23,167,2118,56,803,6447,33,167,2007,56,blue
29,157,2342,52,711,5416,31,162,2350,52,red
30,172,2877,77,810,6539,34,182,1992,77,red
30,177,2232,61,682,4923,27,175,2237,65,blue
25,175,2166,56,667,4746,35,160,1253,56,red
30,167,1907,65,678,4873,35,170,459,65,blue
27,180,2377,70,698,5186,27,177,2262,70,red
31,172,1791,65,666,4816,33,170,1994,65,blue
30,175,2421,65,733,5505,33,175,2128,65,red
37,190,377,119,703,5142,37,193,1431,119,blue
24,175,2157,70,810,6543,38,175,1997,70,blue
36,190,1810,84,799,6402,28,185,2789,84,red
33,180,2337,93,807,6469,37,187,1968,93,red
37,185,2009,93,649,4597,30,195,1139,93,red
28,180,2777,77,800,6421,27,182,1867,77,blue
27,182,2755,84,787,6180,34,185,2428,84,blue
29,170,2331,61,738,5545,24,172,2359,61,red
26,172,2292,70,780,6126,30,177,2288,70,red
28,172,1990,65,647,4626,27,177,1531,65,red
30,167,2309,61,775,6111,31,170,2220,61,blue
35,187,2090,84,651,4612,36,190,1810,84,red
30,180,1783,77,731,5569,30,182,2107,77,blue
29,170,2603,52,755,5803,30,157,2372,52,red
36,180,2752,106,779,6139,30,193,2659,113,red
29,175,2089,70,685,4973,33,177,514,70,red
24,172,2363,61,717,5438,26,172,2355,61,red
27,177,2322,70,687,5046,30,177,2288,70,red
30,187,2264,84,775,6072,28,185,2224,84,red
31,162,2084,56,795,6391,26,165,2103,56,red
27,172,2504,61,769,6031,24,177,2760,61,blue
32,182,2069,84,740,5580,31,187,786,84,blue
35,160,1253,56,684,4955,30,160,1495,56,red
27,170,2626,70,740,5700,32,167,2207,70,red
25,180,1936,65,686,4992,34,172,1954,65,blue
34,187,2051,84,699,5113,32,187,2251,84,blue
32,190,1294,84,706,5217,38,185,346,84,blue
33,185,1806,84,651,4616,39,182,1866,84,red
32,160,1911,56,691,5106,26,165,2103,56,red
37,187,1968,93,660,4686,29,193,549,93,red
23,170,2882,61,816,6624,35,172,2219,61,blue
36,175,1706,61,793,6273,38,167,1170,61,blue
31,187,786,84,702,5132,46,180,129,84,blue
34,187,2300,93,686,4979,33,177,2060,93,blue
30,195,1139,93,744,5607,38,180,1409,93,red
30,180,2464,77,740,5653,31,170,2310,77,red
27,172,2504,61,793,6274,31,172,2137,61,blue
30,187,1096,70,664,4750,32,172,530,70,blue
33,177,2806,77,783,6164,24,182,2776,77,red
31,175,2699,70,761,5855,27,182,2159,70,red
31,180,2214,65,661,4802,26,172,2213,65,red
37,185,1663,93,666,4857,34,193,1852,109,red
31,177,2634,77,795,6431,36,180,2833,77,blue
30,190,1969,93,671,4858,32,190,2082,118,red
35,177,2131,77,669,4781,34,175,2027,84,blue
31,177,1982,70,647,4618,39,175,774,70,blue
26,182,2037,84,752,5683,32,182,2069,84,blue
28,175,2874,61,809,6576,25,175,2405,61,red
30,180,2093,70,651,4525,38,172,1824,70,blue
26,177,2828,93,796,6412,37,185,2085,93,no contest
34,200,1515,115,661,4687,39,193,308,104,red
25,187,2750,77,801,6386,21,182,2628,70,blue
36,185,419,93,759,5789,36,182,435,84,blue
28,190,2364,84,696,5139,38,185,2245,84,red
34,170,2571,61,780,6127,30,172,2358,61,red
35,180,1452,84,787,6229,30,187,2264,84,red
23,185,2765,93,775,6077,30,190,2608,93,red
31,172,1675,70,719,5345,33,185,1076,77,red
30,180,2239,70,688,5016,28,175,2223,70,red
32,190,2200,77,779,6090,29,182,2587,77,red
23,187,2658,110,809,6570,31,190,2753,113,red
27,180,2375,65,816,6589,30,175,545,65,blue
27,182,2831,84,795,6361,34,190,1938,84,blue
27,177,1531,65,787,6179,30,177,1069,65,red
29,177,2290,84,675,4842,33,177,2060,93,red
35,185,449,84,682,4931,35,190,1883,84,blue
34,182,1944,77,650,4657,26,182,2037,84,blue
26,193,2146,65,648,4622,25,180,1936,65,red
28,193,1843,84,776,6117,32,185,1991,84,red
24,175,2157,70,753,5698,37,182,2078,70,red
27,185,2602,77,732,5559,36,182,2174,77,red
33,175,511,70,725,5409,32,187,663,77,red
27,185,2244,70,669,4770,31,180,2243,70,red
32,180,2231,70,716,5329,27,180,2179,70,blue
31,182,2203,77,661,4726,27,182,1867,77,red
29,185,1546,84,681,4897,36,182,435,84,red
27,182,2263,77,695,5069,31,175,2176,70,blue
26,160,1966,61,743,5604,35,172,1689,61,blue
29,177,1481,70,717,5436,28,175,1595,70,red
30,187,2264,84,806,6477,37,182,372,84,blue
32,177,2762,70,782,6137,26,180,2706,70,blue
30,177,2701,77,746,5857,31,182,2700,77,red
31,187,786,84,672,4785,39,182,653,84,blue
26,182,2703,77,780,6125,25,180,2588,77,red
29,175,1983,70,699,5160,32,177,524,70,blue
27,177,2168,70,706,5248,33,172,509,70,blue
27,185,2602,77,755,5865,35,187,455,77,red
30,175,545,65,721,5418,30,167,1907,65,blue
28,165,1504,56,671,4854,24,170,2126,61,blue
33,185,2205,93,799,6385,27,190,2281,93,red
34,185,2005,84,699,5152,34,182,1594,84,red
34,170,646,77,758,5767,33,187,1952,77,red
25,175,2070,84,699,5151,34,175,1386,77,red
33,170,2165,61,783,6237,24,167,2326,61,red
30,177,1711,70,789,6216,28,175,1595,70,blue
28,175,2843,61,801,6428,34,175,2221,61,red
30,180,2230,65,703,5204,29,175,2289,65,blue
27,185,2790,93,804,6492,32,185,2623,93,blue
32,187,2767,114,779,6094,23,187,2658,110,red
38,180,347,77,807,6471,33,185,2055,77,red
35,190,1547,77,661,4724,33,175,511,70,red
30,182,2124,77,647,4619,33,182,2080,77,blue
27,162,2589,61,761,5926,36,175,1706,61,blue
30,167,2099,61,777,6067,36,167,2022,61,red
30,170,2781,61,781,6169,32,167,1044,61,red
33,190,1499,93,738,5544,37,187,1968,93,red
31,175,965,77,664,4693,35,180,471,77,red
33,175,890,70,684,5008,33,185,1076,77,red
36,195,2215,118,690,5066,31,190,970,118,red
33,172,1864,65,672,4736,28,172,1990,65,blue
35,172,460,70,675,4887,30,180,2036,70,red
25,180,2172,77,667,4777,37,175,2127,77,blue
29,175,2089,70,668,4767,40,175,283,70,blue
37,182,372,84,770,6042,33,182,2087,84,red
39,182,1866,84,753,5691,37,185,896,84,blue
33,172,1864,65,789,6222,31,180,2214,65,red
34,172,1954,65,663,4765,28,175,1595,70,red
33,187,1952,77,667,4776,29,190,2047,77,red
30,180,2036,70,725,5427,38,175,1997,70,red
38,185,2245,84,777,6056,30,187,1550,84,red
34,175,2221,61,663,4733,31,165,1380,61,red
30,177,1711,70,794,6339,28,177,1919,70,red
29,190,2047,77,716,5374,32,190,2020,77,blue
39,187,2197,112,700,5190,32,190,2082,118,red
37,170,1060,61,652,4630,32,170,961,61,red
40,182,1015,119,680,4830,43,177,735,120,red
31,167,1737,65,759,5932,33,172,1864,65,blue
33,187,507,93,672,4797,35,190,1883,84,blue
36,187,1694,93,650,4706,38,180,1409,93,red
28,175,2057,70,684,4959,28,175,1595,70,blue
27,182,2263,77,770,6008,26,180,2247,77,blue
38,175,361,65,671,4784,35,167,451,65,red
27,177,2322,70,717,5498,29,177,2313,70,red
37,172,2276,61,676,4914,32,172,2185,70,red
25,170,2325,61,711,5308,37,170,1060,61,blue
30,167,2309,61,677,4852,31,167,1905,61,red
29,175,1859,65,706,5358,29,170,1906,65,red
32,172,1137,70,667,4744,35,165,438,61,blue
33,177,2060,93,649,4627,43,198,699,93,blue
33,170,2293,61,681,4957,36,167,2022,61,red
27,165,2235,61,712,5282,27,167,1511,61,red
32,190,2200,77,686,4962,30,182,2124,77,red
34,180,2162,77,649,4653,27,185,2030,84,blue
31,170,2183,61,792,6351,36,172,2356,61,blue
37,170,1367,70,691,5093,35,177,648,70,red
37,193,2605,120,733,5560,34,182,2083,112,red
38,167,1170,61,801,6397,37,167,959,61,red
33,182,2087,84,662,4714,28,185,1835,84,blue
25,160,2079,52,774,6103,34,165,2341,52,blue
35,182,2291,77,693,5060,26,180,2247,77,red
30,177,1711,70,703,5187,31,180,1657,70,blue
33,187,502,77,729,5529,33,177,1655,77,blue
26,182,2860,93,806,6489,31,185,1865,93,red
30,187,2264,84,738,5567,33,185,1806,84,red
31,185,1965,84,670,4828,32,185,1991,84,red
28,177,2373,65,702,5169,28,172,1990,65,blue
31,180,1657,70,661,4707,33,185,1076,77,red
28,172,1340,70,713,5277,31,175,2073,70,no contest
28,180,2315,65,677,4956,29,177,1481,70,red
34,182,1944,77,684,4952,37,180,405,77,blue
32,175,2193,65,662,4734,29,170,1993,65,red
21,162,2816,61,783,6236,29,172,2368,61,red
32,190,2200,77,761,5854,36,182,2174,77,blue
27,182,2851,77,802,6458,31,187,1331,77,blue
30,165,2336,65,693,5102,25,172,2335,65,red
32,185,1991,84,808,6463,28,185,2224,84,red
33,170,2165,61,724,5568,36,175,1706,61,red
34,180,2160,77,646,4652,29,190,2047,77,red
40,180,2226,77,663,4813,35,185,2227,77,red
25,182,2329,77,750,5776,29,182,2587,77,red
33,177,878,77,754,5870,32,185,2225,77,red
31,162,2350,52,808,6506,29,154,2338,52,blue
33,167,1861,61,651,4600,31,167,1905,61,red
33,187,507,93,711,5258,38,185,368,84,red
38,190,2810,93,803,6435,36,180,2752,106,blue
27,185,2122,84,763,5920,27,185,2030,84,blue
26,165,2103,56,711,5256,30,160,1495,56,red
30,175,2330,65,720,5362,24,180,2362,65,red
34,170,1179,61,727,5576,32,167,1044,61,red
33,185,1076,77,750,5678,32,175,532,70,red
38,193,367,109,754,5826,34,193,1852,109,red
31,187,786,84,793,6269,39,182,295,84,blue
29,185,1926,84,784,6284,29,185,1546,84,red
29,185,1985,70,683,4904,32,177,524,70,red
29,190,2763,104,777,6059,37,193,2605,120,blue
29,180,2469,77,790,6243,30,177,2042,70,blue
33,190,1499,93,772,5990,29,193,549,93,red
33,182,197,70,676,4855,33,177,514,70,red
36,182,2102,70,651,4617,34,177,1986,70,red
27,182,2254,65,744,5634,24,180,2362,65,red
25,182,2876,84,810,6585,34,185,2428,84,blue
36,182,432,77,770,5982,39,185,326,77,red
27,177,2168,70,704,5250,31,172,1976,70,blue
39,175,768,77,808,6527,33,175,947,84,red
26,190,2739,77,761,5934,27,193,2323,77,blue
25,175,2166,56,745,5664,28,177,2274,56,blue
30,172,2371,56,738,5566,28,165,1504,56,red
31,162,2084,56,646,4658,26,160,1966,61,blue
31,170,2318,56,683,4943,31,170,2220,61,red
33,190,1499,93,681,4905,33,187,503,93,red
32,180,2316,70,691,5120,37,175,1061,70,blue
34,182,1944,77,775,6037,27,182,1176,77,blue
32,190,2082,118,683,4937,38,190,1163,120,red
32,172,1184,61,688,4930,34,165,1039,61,red
30,177,2232,61,666,4821,30,167,2191,61,red
29,167,2143,56,716,5388,26,162,2253,56,blue
27,172,1979,61,782,6149,35,172,1689,61,blue
30,177,1683,70,774,6047,28,175,1595,70,red
29,180,2297,77,801,6387,27,182,2263,77,blue
34,177,1910,61,665,4758,32,167,1044,61,no contest
31,170,2220,61,739,5615,36,170,2332,56,red
31,185,2861,93,804,6524,36,195,2215,118,blue
32,177,669,77,777,6058,30,177,942,77,blue
29,175,1859,65,653,4676,30,167,1907,65,red
27,177,2001,70,733,5508,27,177,2502,70,red
29,175,2130,77,682,4953,29,190,2047,77,red
26,180,2737,77,754,5895,37,185,1549,77,blue
34,170,646,77,721,5464,29,185,2269,77,blue
30,162,2299,56,746,5669,31,165,2011,56,blue
27,185,2122,84,686,4994,34,187,2058,84,blue
33,180,2101,70,646,4642,31,172,1675,70,blue
31,160,1347,52,816,6544,24,165,2344,52,red
35,190,2424,106,799,6377,32,190,2082,118,red
42,187,219,99,714,5278,37,187,375,109,blue
31,190,1742,93,810,6495,35,185,457,93,red
27,177,2168,70,738,5548,30,177,1711,70,blue
34,182,1944,77,764,5900,33,175,947,84,blue
32,165,1935,61,696,5100,30,167,1527,65,red
32,187,1189,93,687,4989,37,187,1968,93,blue
34,170,2571,61,808,6467,29,172,2852,61,red
37,185,1549,77,663,4696,37,180,405,77,red
33,162,2152,56,681,4859,31,165,2011,56,red
34,177,2287,70,713,5283,38,175,1997,70,red
36,167,2022,61,699,5140,30,167,1317,61,red
30,172,2371,56,695,5082,33,167,2007,56,red
30,170,2164,65,673,4907,31,162,1913,61,blue
28,180,2778,77,794,6326,25,180,2588,77,red
28,165,2505,56,781,6167,25,175,2166,56,red
32,175,2193,65,726,5441,27,185,2242,65,blue
28,157,2275,52,676,4920,28,162,2277,52,red
29,175,2130,77,802,6389,41,182,870,77,blue
31,185,2735,70,763,5996,28,175,2734,70,red
23,167,2118,56,652,4661,28,177,1755,65,red
30,187,1550,84,706,5326,37,185,896,84,red
26,190,2233,109,803,6485,39,187,2155,109,red
28,165,1504,56,791,6259,31,165,2011,56,red
36,193,808,120,704,5199,40,182,1015,119,blue
26,193,2740,84,764,5936,30,190,2608,93,red
28,182,2216,65,764,5935,30,175,2729,70,blue
32,175,2158,70,816,6625,30,177,1683,70,blue
34,170,2256,56,711,5261,39,170,2149,52,blue
29,182,2104,77,649,4644,28,180,2015,77,red
35,167,2576,65,776,6135,37,172,374,65,red
27,177,2322,70,713,5322,37,172,2353,77,blue
33,170,1051,61,684,4891,32,172,1057,61,red
24,177,2795,65,785,6201,30,175,2729,70,red
31,187,786,84,647,4591,38,185,346,84,red
28,165,1504,56,692,5020,32,162,911,56,red
36,182,2102,70,695,5119,28,175,2236,70,red
28,175,2057,70,785,6161,31,182,538,77,blue
30,175,545,65,670,4783,33,172,1050,65,red
31,160,2678,52,750,5814,31,162,2350,52,blue
31,160,2678,52,794,6325,29,167,2280,52,red
23,182,2772,77,770,6043,34,182,1992,77,draw
37,175,1061,70,750,5732,32,172,1137,70,red
34,182,1594,84,772,5997,26,182,2037,84,red
35,172,937,70,668,4836,32,175,532,70,red
26,190,2739,77,789,6239,31,182,2700,77,blue
34,170,1179,61,754,5856,26,175,1650,61,red
23,162,2217,56,810,6537,31,165,2011,56,blue
32,190,2766,84,777,6060,28,190,2364,84,red
27,185,2863,93,804,6453,33,190,1499,93,blue
33,190,2270,84,675,4910,29,185,2269,77,red
34,182,1827,84,743,5647,34,182,485,84,red
28,182,1462,77,785,6206,33,187,1952,77,red
38,180,1918,70,773,6023,33,180,1871,70,blue
26,182,2037,84,816,6591,37,185,896,84,blue
31,160,1347,52,732,5504,33,154,2348,52,blue
35,187,1922,93,669,4847,33,190,1499,93,red
35,182,2186,77,755,5710,41,177,914,77,blue
29,175,2307,77,682,4996,33,187,502,77,red
32,175,532,70,682,4903,33,175,1066,77,blue
27,165,2134,56,752,5793,28,165,2505,56,red
30,177,1069,65,800,6414,25,180,1936,65,red
38,160,2346,52,697,5165,29,157,2342,52,red
32,162,2095,56,725,5432,31,165,2011,56,red
28,172,1340,70,754,5774,33,175,2558,70,blue
28,177,2268,77,779,6088,29,180,2469,77,red
24,177,2724,65,756,5889,38,170,750,65,red
25,172,2369,61,777,6054,25,170,2325,61,blue
24,170,2126,61,796,6340,30,167,2191,61,red
32,182,2733,84,789,6297,27,187,2246,84,red
26,185,2204,77,672,4787,28,198,2064,84,blue
28,165,1504,56,651,4629,33,167,2007,56,red
28,190,2302,84,686,4985,34,190,1938,84,red
28,175,2223,70,663,4811,30,177,2222,70,red
32,180,2019,70,716,5330,33,175,2145,70,blue
35,165,2279,52,772,6004,29,154,2338,52,red
27,182,2159,70,713,5275,37,182,2078,70,red
29,167,2143,56,680,4925,26,165,2103,56,red
38,170,750,65,786,6173,33,172,1050,65,red
27,177,1531,65,674,4860,33,180,733,65,blue
37,190,377,119,766,5940,43,177,735,120,red
32,180,2316,70,791,6255,38,175,1997,70,red
30,180,2829,93,796,6411,31,185,1865,93,blue
32,180,2231,70,740,5701,35,172,460,70,blue
38,172,1824,70,692,5022,33,177,510,70,red
32,175,1744,65,807,6468,35,172,2317,65,blue
28,175,2734,70,809,6509,25,175,2784,70,blue
26,185,2204,77,653,4637,33,190,2067,84,blue
30,167,2260,61,729,5531,30,180,2138,61,blue
27,180,2375,65,696,5135,34,175,2123,65,blue
26,170,2257,70,701,5195,31,175,542,70,red
33,187,1952,77,810,6535,29,180,2469,77,red
36,167,2304,61,753,5730,37,167,959,61,red
30,187,2105,120,764,5901,40,182,1015,119,red
29,193,2834,93,801,6403,27,190,2768,93,blue
36,185,1390,93,764,5917,33,190,1499,93,red
32,187,2794,93,776,6198,28,190,2793,93,blue
37,165,2462,56,801,6416,30,157,2801,56,red
32,165,2577,61,780,6120,30,172,2308,61,red
35,160,2351,52,758,5771,25,162,2306,52,red
34,200,1515,115,784,6155,39,193,308,104,red
25,187,2842,77,799,6390,26,190,2739,77,red
36,190,1810,84,675,4872,34,187,2058,84,blue
35,190,2803,84,808,6528,29,185,2844,84,red
27,175,2153,65,698,5173,30,175,2330,65,red
27,185,2122,84,796,6331,35,185,449,84,blue
34,175,1386,77,782,6143,35,180,471,77,blue
25,180,2172,77,647,4684,34,187,2051,84,red
25,170,2655,65,795,6350,30,175,2729,70,red
25,175,2484,70,803,6445,32,177,524,70,red
30,172,2314,70,677,5009,29,177,2313,70,red
27,177,2168,70,665,4755,28,180,1814,70,red
25,167,2311,56,698,5154,31,170,2318,56,blue
26,172,2154,65,647,4636,31,170,2183,61,blue
40,182,1015,119,740,5579,39,190,328,113,red
28,177,2268,77,670,4834,31,175,2176,70,red
38,172,721,70,778,6087,33,172,509,70,red
33,185,1806,84,789,6217,32,182,2069,84,blue
27,187,2246,84,666,4879,38,185,2245,84,blue
36,187,1694,93,678,4833,35,193,472,93,blue
30,187,2105,120,752,5790,29,213,649,120,blue
28,177,2268,77,727,5494,24,175,2157,70,red
33,175,511,70,699,5112,27,182,1867,77,blue
30,187,2156,77,649,4645,36,185,2100,77,red
34,193,1161,111,690,5044,34,200,1515,115,red
30,187,2061,93,772,6003,31,185,1865,93,red
36,187,1694,93,724,5558,36,185,1390,93,blue
35,175,2175,70,653,4690,29,170,2012,70,blue
29,170,1993,65,779,6141,32,177,1486,65,red
29,170,2035,65,686,4976,27,185,2242,65,blue
46,180,129,84,664,4825,38,180,1409,93,red
32,185,2225,77,714,5286,28,182,2209,77,red
21,182,2628,70,744,5728,35,175,2175,70,blue
33,165,2133,61,660,4705,30,180,2138,61,blue
38,170,1860,61,758,5833,27,170,2177,61,red
22,165,2759,52,769,6029,25,170,2465,52,red
24,172,2359,61,763,5906,31,172,2137,61,red
33,187,507,93,662,4709,32,185,1991,84,blue
37,175,1061,70,677,4894,33,180,1815,70,red
30,170,1494,65,804,6450,30,167,1907,65,blue
30,170,2749,65,759,5850,30,175,2330,65,red
32,185,522,65,701,5126,25,180,1936,65,red
35,170,1177,65,801,6456,32,185,522,65,blue
25,172,2369,61,802,6406,32,172,1057,61,blue
30,157,2801,56,782,6210,32,162,2095,56,red
32,177,2726,65,756,5896,30,175,2729,70,blue
32,180,2019,70,797,6367,32,177,2762,70,red
29,167,2280,52,678,4929,35,165,2279,52,blue
32,162,2135,56,675,4928,28,177,2274,56,red
32,172,1057,61,759,5786,31,167,1905,61,blue
37,190,377,119,743,5631,38,193,367,109,red
26,172,2355,61,689,5123,27,167,2354,61,red
26,165,2610,56,775,6146,31,162,2084,56,red
36,187,1694,93,696,5090,27,187,2246,84,blue
31,167,2339,52,775,6133,34,170,2256,56,blue
31,187,786,84,683,4912,37,185,896,84,red